id_mensalidade,id_aluno,competencia,data_vencimento,data_pagamento,valor,status,chave_competencia
MEN00003639,ALU00304,2026-03-01,2026-03-10,2026-03-17,1607.83,Pago,202603
MEN00003640,ALU00304,2026-04-01,2026-04-10,2026-04-15,1601.02,Pago,202604
MEN00003641,ALU00304,2026-05-01,2026-05-10,2026-05-10,1671.38,Pago,202605
MEN00003642,ALU00304,2026-06-01,2026-06-10,2026-06-17,1625.91,Pago,202606
MEN00003643,ALU00304,2026-07-01,2026-07-10,2026-07-16,1613.67,Pago,202607
MEN00003644,ALU00304,2026-08-01,2026-08-10,2026-08-15,1649.36,Pago,202608
MEN00003645,ALU00304,2026-09-01,2026-09-10,2026-09-16,1623.48,Pago,202609
MEN00003646,ALU00304,2026-10-01,2026-10-10,2026-10-07,1635.95,Pago,202610
MEN00003647,ALU00304,2026-11-01,2026-11-10,2026-11-07,1646.12,Pago,202611
MEN00003648,ALU00304,2026-12-01,2026-12-10,2026-12-09,1632.57,Pago,202612
MEN00003649,ALU00305,2026-01-01,2026-01-10,2026-01-11,1623.17,Pago,202601
MEN00003650,ALU00305,2026-02-01,2026-02-10,2026-02-16,1616.0,Pago,202602
MEN00003651,ALU00305,2026-03-01,2026-03-10,2026-03-09,1647.1,Pago,202603
MEN00003652,ALU00305,2026-04-01,2026-04-10,2026-04-17,1634.84,Pago,202604
MEN00003653,ALU00305,2026-05-01,2026-05-10,2026-05-11,1624.44,Pago,202605
MEN00003654,ALU00305,2026-06-01,2026-06-10,2026-06-14,1683.02,Pago,202606
MEN00003655,ALU00305,2026-07-01,2026-07-10,2026-07-14,1649.28,Pago,202607
MEN00003656,ALU00305,2026-08-01,2026-08-10,2026-08-11,1699.03,Pago,202608
MEN00003657,ALU00305,2026-09-01,2026-09-10,2026-09-15,1659.2,Pago,202609
MEN00003658,ALU00305,2026-10-01,2026-10-10,2026-10-09,1600.54,Pago,202610
MEN00003659,ALU00305,2026-11-01,2026-11-10,2026-11-12,1671.4,Pago,202611
MEN00003660,ALU00305,2026-12-01,2026-12-10,2026-12-12,1621.01,Pago,202612
MEN00003661,ALU00306,2026-01-01,2026-01-10,,1687.88,Em Aberto,202601
MEN00003662,ALU00306,2026-02-01,2026-02-10,,1681.83,Vencido,202602
MEN00003663,ALU00306,2026-03-01,2026-03-10,2026-03-14,1649.21,Pago,202603
MEN00003664,ALU00306,2026-04-01,2026-04-10,2026-04-08,1674.21,Pago,202604
MEN00003665,ALU00306,2026-05-01,2026-05-10,2026-05-16,1627.83,Pago,202605
MEN00003666,ALU00306,2026-06-01,2026-06-10,,1605.98,Vencido,202606
MEN00003667,ALU00306,2026-07-01,2026-07-10,,1610.85,Vencido,202607
MEN00003668,ALU00306,2026-08-01,2026-08-10,2026-08-16,1683.52,Pago,202608
MEN00003669,ALU00306,2026-09-01,2026-09-10,2026-09-16,1686.99,Pago,202609
MEN00003670,ALU00306,2026-10-01,2026-10-10,2026-10-11,1625.6,Pago,202610
MEN00003671,ALU00306,2026-11-01,2026-11-10,2026-11-14,1696.6,Pago,202611
MEN00003672,ALU00306,2026-12-01,2026-12-10,2026-12-07,1688.6,Pago,202612
MEN00003673,ALU00307,2026-01-01,2026-01-10,,1603.05,Em Aberto,202601
MEN00003674,ALU00307,2026-02-01,2026-02-10,2026-02-14,1639.19,Pago,202602
MEN00003675,ALU00307,2026-03-01,2026-03-10,2026-03-09,1687.15,Pago,202603
MEN00003676,ALU00307,2026-04-01,2026-04-10,2026-04-12,1693.63,Pago,202604
MEN00003677,ALU00307,2026-05-01,2026-05-10,2026-05-09,1609.97,Pago,202605
MEN00003678,ALU00307,2026-06-01,2026-06-10,2026-06-14,1668.06,Pago,202606
MEN00003679,ALU00307,2026-07-01,2026-07-10,2026-07-09,1694.5,Pago,202607
MEN00003680,ALU00307,2026-08-01,2026-08-10,2026-08-10,1602.69,Pago,202608
MEN00003681,ALU00307,2026-09-01,2026-09-10,2026-09-11,1627.88,Pago,202609
MEN00003682,ALU00307,2026-10-01,2026-10-10,2026-10-08,1667.74,Pago,202610
MEN00003683,ALU00307,2026-11-01,2026-11-10,2026-11-09,1603.01,Pago,202611
MEN00003684,ALU00307,2026-12-01,2026-12-10,2026-12-11,1659.83,Pago,202612
MEN00003685,ALU00308,2026-01-01,2026-01-10,2026-01-12,1684.76,Pago,202601
MEN00003686,ALU00308,2026-02-01,2026-02-10,2026-02-14,1626.23,Pago,202602
MEN00003687,ALU00308,2026-03-01,2026-03-10,2026-03-07,1631.02,Pago,202603
MEN00003688,ALU00308,2026-04-01,2026-04-10,2026-04-15,1635.78,Pago,202604
MEN00003689,ALU00308,2026-05-01,2026-05-10,,1658.36,Vencido,202605
MEN00003690,ALU00308,2026-06-01,2026-06-10,2026-06-11,1694.24,Pago,202606
MEN00003691,ALU00308,2026-07-01,2026-07-10,2026-07-10,1636.09,Pago,202607
MEN00003692,ALU00308,2026-08-01,2026-08-10,2026-08-07,1671.16,Pago,202608
MEN00003693,ALU00308,2026-09-01,2026-09-10,2026-09-07,1646.67,Pago,202609
MEN00003694,ALU00308,2026-10-01,2026-10-10,2026-10-08,1614.62,Pago,202610
MEN00003695,ALU00308,2026-11-01,2026-11-10,2026-11-14,1672.77,Pago,202611
MEN00003696,ALU00308,2026-12-01,2026-12-10,,1664.79,Em Aberto,202612
MEN00003697,ALU00309,2026-01-01,2026-01-10,,1683.69,Em Aberto,202601
MEN00003698,ALU00309,2026-02-01,2026-02-10,2026-02-18,1618.43,Pago,202602
MEN00003699,ALU00309,2026-03-01,2026-03-10,2026-03-13,1637.67,Pago,202603
MEN00003700,ALU00309,2026-04-01,2026-04-10,2026-04-15,1639.09,Pago,202604
MEN00003701,ALU00309,2026-05-01,2026-05-10,2026-05-11,1612.95,Pago,202605
MEN00003702,ALU00309,2026-06-01,2026-06-10,2026-06-18,1609.6,Pago,202606
MEN00003703,ALU00309,2026-07-01,2026-07-10,2026-07-10,1684.95,Pago,202607
MEN00003704,ALU00309,2026-08-01,2026-08-10,2026-08-15,1626.67,Pago,202608
MEN00003705,ALU00309,2026-09-01,2026-09-10,2026-09-07,1670.88,Pago,202609
MEN00003706,ALU00309,2026-10-01,2026-10-10,2026-10-15,1670.39,Pago,202610
MEN00003707,ALU00309,2026-11-01,2026-11-10,2026-11-12,1660.92,Pago,202611
MEN00003708,ALU00309,2026-12-01,2026-12-10,2026-12-16,1637.34,Pago,202612
MEN00003709,ALU00310,2026-01-01,2026-01-10,2026-01-11,1614.13,Pago,202601
MEN00003710,ALU00310,2026-02-01,2026-02-10,2026-02-16,1665.58,Pago,202602
MEN00003711,ALU00310,2026-03-01,2026-03-10,,1629.34,Vencido,202603
MEN00003712,ALU00310,2026-04-01,2026-04-10,,1654.91,Em Aberto,202604
MEN00003713,ALU00310,2026-05-01,2026-05-10,2026-05-08,1620.22,Pago,202605
MEN00003714,ALU00310,2026-06-01,2026-06-10,2026-06-10,1630.65,Pago,202606
MEN00003715,ALU00310,2026-07-01,2026-07-10,2026-07-09,1691.57,Pago,202607
MEN00003716,ALU00310,2026-08-01,2026-08-10,,1610.14,Vencido,202608
MEN00003717,ALU00310,2026-09-01,2026-09-10,2026-09-17,1652.55,Pago,202609
MEN00003718,ALU00310,2026-10-01,2026-10-10,2026-10-09,1630.93,Pago,202610
MEN00003719,ALU00310,2026-11-01,2026-11-10,,1698.09,Vencido,202611
MEN00003720,ALU00310,2026-12-01,2026-12-10,2026-12-08,1616.23,Pago,202612
MEN00003721,ALU00311,2026-01-01,2026-01-10,,1670.13,Em Aberto,202601
MEN00003722,ALU00311,2026-02-01,2026-02-10,2026-02-14,1668.22,Pago,202602
MEN00003723,ALU00311,2026-03-01,2026-03-10,2026-03-16,1643.18,Pago,202603
MEN00003724,ALU00311,2026-04-01,2026-04-10,2026-04-15,1682.95,Pago,202604
MEN00003725,ALU00311,2026-05-01,2026-05-10,2026-05-13,1655.5,Pago,202605
MEN00003726,ALU00311,2026-06-01,2026-06-10,2026-06-12,1609.04,Pago,202606
MEN00003727,ALU00311,2026-07-01,2026-07-10,2026-07-09,1691.04,Pago,202607
MEN00003728,ALU00311,2026-08-01,2026-08-10,2026-08-14,1681.37,Pago,202608
MEN00003729,ALU00311,2026-09-01,2026-09-10,,1629.18,Em Aberto,202609
MEN00003730,ALU00311,2026-10-01,2026-10-10,2026-10-14,1636.74,Pago,202610
MEN00003731,ALU00311,2026-11-01,2026-11-10,2026-11-09,1667.4,Pago,202611
MEN00003732,ALU00311,2026-12-01,2026-12-10,2026-12-11,1612.99,Pago,202612
MEN00003733,ALU00312,2026-01-01,2026-01-10,,1694.05,Vencido,202601
MEN00003734,ALU00312,2026-02-01,2026-02-10,2026-02-18,1679.18,Pago,202602
MEN00003735,ALU00312,2026-03-01,2026-03-10,2026-03-13,1660.43,Pago,202603
MEN00003736,ALU00312,2026-04-01,2026-04-10,,1694.82,Em Aberto,202604
MEN00003737,ALU00312,2026-05-01,2026-05-10,2026-05-11,1692.23,Pago,202605
MEN00003738,ALU00312,2026-06-01,2026-06-10,2026-06-13,1647.76,Pago,202606
MEN00003739,ALU00312,2026-07-01,2026-07-10,2026-07-11,1624.01,Pago,202607
MEN00003740,ALU00312,2026-08-01,2026-08-10,2026-08-08,1699.31,Pago,202608
MEN00003741,ALU00312,2026-09-01,2026-09-10,2026-09-14,1671.74,Pago,202609
MEN00003742,ALU00312,2026-10-01,2026-10-10,2026-10-11,1612.37,Pago,202610
MEN00003743,ALU00312,2026-11-01,2026-11-10,2026-11-08,1647.12,Pago,202611
MEN00003744,ALU00312,2026-12-01,2026-12-10,2026-12-13,1660.87,Pago,202612
MEN00003745,ALU00313,2026-01-01,2026-01-10,2026-01-11,1697.3,Pago,202601
MEN00003746,ALU00313,2026-02-01,2026-02-10,,1648.45,Vencido,202602
MEN00003747,ALU00313,2026-03-01,2026-03-10,,1658.38,Vencido,202603
MEN00003748,ALU00313,2026-04-01,2026-04-10,2026-04-12,1695.27,Pago,202604
MEN00003749,ALU00313,2026-05-01,2026-05-10,2026-05-10,1654.51,Pago,202605
MEN00003750,ALU00313,2026-06-01,2026-06-10,2026-06-08,1686.24,Pago,202606
MEN00003751,ALU00313,2026-07-01,2026-07-10,,1668.56,Vencido,202607
MEN00003752,ALU00313,2026-08-01,2026-08-10,2026-08-18,1620.62,Pago,202608
MEN00003753,ALU00313,2026-09-01,2026-09-10,2026-09-18,1670.11,Pago,202609
MEN00003754,ALU00313,2026-10-01,2026-10-10,2026-10-14,1652.47,Pago,202610
MEN00003755,ALU00313,2026-11-01,2026-11-10,2026-11-13,1670.16,Pago,202611
MEN00003756,ALU00313,2026-12-01,2026-12-10,2026-12-13,1637.66,Pago,202612
MEN00003757,ALU00314,2026-01-01,2026-01-10,2026-01-11,1692.23,Pago,202601
MEN00003758,ALU00314,2026-02-01,2026-02-10,2026-02-11,1613.06,Pago,202602
MEN00003759,ALU00314,2026-03-01,2026-03-10,2026-03-08,1679.93,Pago,202603
MEN00003760,ALU00314,2026-04-01,2026-04-10,2026-04-16,1653.2,Pago,202604
MEN00003761,ALU00314,2026-05-01,2026-05-10,2026-05-08,1643.19,Pago,202605
MEN00003762,ALU00314,2026-06-01,2026-06-10,2026-06-16,1665.44,Pago,202606
MEN00003763,ALU00314,2026-07-01,2026-07-10,2026-07-11,1620.62,Pago,202607
MEN00003764,ALU00314,2026-08-01,2026-08-10,2026-08-15,1688.09,Pago,202608
MEN00003765,ALU00314,2026-09-01,2026-09-10,,1644.9,Em Aberto,202609
MEN00003766,ALU00314,2026-10-01,2026-10-10,2026-10-15,1615.64,Pago,202610
MEN00003767,ALU00314,2026-11-01,2026-11-10,2026-11-09,1626.29,Pago,202611
MEN00003768,ALU00314,2026-12-01,2026-12-10,2026-12-10,1695.64,Pago,202612
MEN00003769,ALU00315,2026-01-01,2026-01-10,2026-01-11,1622.82,Pago,202601
MEN00003770,ALU00315,2026-02-01,2026-02-10,,1652.19,Em Aberto,202602
MEN00003771,ALU00315,2026-03-01,2026-03-10,2026-03-14,1633.04,Pago,202603
MEN00003772,ALU00315,2026-04-01,2026-04-10,2026-04-08,1610.87,Pago,202604
MEN00003773,ALU00315,2026-05-01,2026-05-10,2026-05-18,1672.75,Pago,202605
MEN00003774,ALU00315,2026-06-01,2026-06-10,2026-06-11,1620.09,Pago,202606
MEN00003775,ALU00315,2026-07-01,2026-07-10,2026-07-13,1659.3,Pago,202607
MEN00003776,ALU00315,2026-08-01,2026-08-10,2026-08-09,1637.19,Pago,202608
MEN00003777,ALU00315,2026-09-01,2026-09-10,,1693.21,Em Aberto,202609
MEN00003778,ALU00315,2026-10-01,2026-10-10,2026-10-11,1673.02,Pago,202610
MEN00003779,ALU00315,2026-11-01,2026-11-10,2026-11-12,1612.14,Pago,202611
MEN00003780,ALU00315,2026-12-01,2026-12-10,2026-12-08,1641.25,Pago,202612
MEN00003781,ALU00316,2026-01-01,2026-01-10,2026-01-11,1675.62,Pago,202601
MEN00003782,ALU00316,2026-02-01,2026-02-10,2026-02-11,1675.31,Pago,202602
MEN00003783,ALU00316,2026-03-01,2026-03-10,2026-03-14,1691.94,Pago,202603
MEN00003784,ALU00316,2026-04-01,2026-04-10,2026-04-15,1642.13,Pago,202604
MEN00003785,ALU00316,2026-05-01,2026-05-10,2026-05-07,1693.22,Pago,202605
MEN00003786,ALU00316,2026-06-01,2026-06-10,,1606.41,Em Aberto,202606
MEN00003787,ALU00316,2026-07-01,2026-07-10,,1614.05,Em Aberto,202607
MEN00003788,ALU00316,2026-08-01,2026-08-10,2026-08-09,1665.77,Pago,202608
MEN00003789,ALU00316,2026-09-01,2026-09-10,2026-09-18,1663.39,Pago,202609
MEN00003790,ALU00316,2026-10-01,2026-10-10,2026-10-09,1690.15,Pago,202610
MEN00003791,ALU00316,2026-11-01,2026-11-10,,1679.65,Em Aberto,202611
MEN00003792,ALU00316,2026-12-01,2026-12-10,2026-12-16,1648.35,Pago,202612
MEN00003793,ALU00317,2026-01-01,2026-01-10,2026-01-09,1660.44,Pago,202601
MEN00003794,ALU00317,2026-02-01,2026-02-10,2026-02-09,1637.83,Pago,202602
MEN00003795,ALU00317,2026-03-01,2026-03-10,2026-03-14,1692.17,Pago,202603
MEN00003796,ALU00317,2026-04-01,2026-04-10,2026-04-15,1690.47,Pago,202604
MEN00003797,ALU00317,2026-05-01,2026-05-10,2026-05-12,1609.64,Pago,202605
MEN00003798,ALU00317,2026-06-01,2026-06-10,2026-06-10,1617.74,Pago,202606
MEN00003799,ALU00317,2026-07-01,2026-07-10,,1653.5,Em Aberto,202607
MEN00003800,ALU00317,2026-08-01,2026-08-10,2026-08-09,1653.54,Pago,202608
MEN00003801,ALU00317,2026-09-01,2026-09-10,2026-09-15,1667.85,Pago,202609
MEN00003802,ALU00317,2026-10-01,2026-10-10,2026-10-10,1636.9,Pago,202610
MEN00003803,ALU00317,2026-11-01,2026-11-10,2026-11-08,1689.9,Pago,202611
MEN00003804,ALU00317,2026-12-01,2026-12-10,2026-12-18,1665.89,Pago,202612
MEN00003805,ALU00318,2026-01-01,2026-01-10,2026-01-09,1660.76,Pago,202601
MEN00003806,ALU00318,2026-02-01,2026-02-10,,1625.87,Em Aberto,202602
MEN00003807,ALU00318,2026-03-01,2026-03-10,2026-03-15,1627.21,Pago,202603
MEN00003808,ALU00318,2026-04-01,2026-04-10,2026-04-16,1684.09,Pago,202604
MEN00003809,ALU00318,2026-05-01,2026-05-10,2026-05-15,1652.95,Pago,202605
MEN00003810,ALU00318,2026-06-01,2026-06-10,2026-06-16,1625.98,Pago,202606
MEN00003811,ALU00318,2026-07-01,2026-07-10,2026-07-09,1682.43,Pago,202607
MEN00003812,ALU00318,2026-08-01,2026-08-10,2026-08-09,1626.14,Pago,202608
MEN00003813,ALU00318,2026-09-01,2026-09-10,2026-09-17,1652.13,Pago,202609
MEN00003814,ALU00318,2026-10-01,2026-10-10,2026-10-09,1688.14,Pago,202610
MEN00003815,ALU00318,2026-11-01,2026-11-10,2026-11-18,1682.65,Pago,202611
MEN00003816,ALU00318,2026-12-01,2026-12-10,2026-12-07,1679.49,Pago,202612
MEN00003817,ALU00319,2026-01-01,2026-01-10,2026-01-08,1649.64,Pago,202601
MEN00003818,ALU00319,2026-02-01,2026-02-10,2026-02-10,1614.36,Pago,202602
MEN00003819,ALU00319,2026-03-01,2026-03-10,2026-03-09,1641.14,Pago,202603
MEN00003820,ALU00319,2026-04-01,2026-04-10,,1625.43,Em Aberto,202604
MEN00003821,ALU00319,2026-05-01,2026-05-10,2026-05-08,1689.32,Pago,202605
MEN00003822,ALU00319,2026-06-01,2026-06-10,2026-06-09,1609.08,Pago,202606
MEN00003823,ALU00319,2026-07-01,2026-07-10,2026-07-08,1636.57,Pago,202607
MEN00003824,ALU00319,2026-08-01,2026-08-10,2026-08-18,1639.36,Pago,202608
MEN00003825,ALU00319,2026-09-01,2026-09-10,,1637.71,Em Aberto,202609
MEN00003826,ALU00319,2026-10-01,2026-10-10,2026-10-07,1669.5,Pago,202610
MEN00003827,ALU00319,2026-11-01,2026-11-10,2026-11-09,1610.39,Pago,202611
MEN00003828,ALU00319,2026-12-01,2026-12-10,2026-12-13,1642.98,Pago,202612
MEN00003829,ALU00320,2026-01-01,2026-01-10,2026-01-11,1635.64,Pago,202601
MEN00003830,ALU00320,2026-02-01,2026-02-10,2026-02-12,1607.06,Pago,202602
MEN00003831,ALU00320,2026-03-01,2026-03-10,2026-03-08,1673.17,Pago,202603
MEN00003832,ALU00320,2026-04-01,2026-04-10,2026-04-13,1624.07,Pago,202604
MEN00003833,ALU00320,2026-05-01,2026-05-10,2026-05-07,1669.97,Pago,202605
MEN00003834,ALU00320,2026-06-01,2026-06-10,2026-06-12,1644.97,Pago,202606
MEN00003835,ALU00320,2026-07-01,2026-07-10,2026-07-17,1672.14,Pago,202607
MEN00003836,ALU00320,2026-08-01,2026-08-10,,1653.33,Vencido,202608
MEN00003837,ALU00320,2026-09-01,2026-09-10,2026-09-08,1614.83,Pago,202609
MEN00003838,ALU00320,2026-10-01,2026-10-10,2026-10-08,1694.33,Pago,202610
MEN00003839,ALU00320,2026-11-01,2026-11-10,2026-11-17,1671.68,Pago,202611
MEN00003840,ALU00320,2026-12-01,2026-12-10,2026-12-17,1601.64,Pago,202612
MEN00003841,ALU00321,2026-01-01,2026-01-10,2026-01-16,1634.03,Pago,202601
MEN00003842,ALU00321,2026-02-01,2026-02-10,2026-02-16,1629.7,Pago,202602
MEN00003843,ALU00321,2026-03-01,2026-03-10,2026-03-10,1639.28,Pago,202603
MEN00003844,ALU00321,2026-04-01,2026-04-10,2026-04-11,1684.01,Pago,202604
MEN00003845,ALU00321,2026-05-01,2026-05-10,2026-05-17,1669.1,Pago,202605
MEN00003846,ALU00321,2026-06-01,2026-06-10,2026-06-07,1630.85,Pago,202606
MEN00003847,ALU00321,2026-07-01,2026-07-10,2026-07-16,1651.41,Pago,202607
MEN00003848,ALU00321,2026-08-01,2026-08-10,2026-08-10,1676.85,Pago,202608
MEN00003849,ALU00321,2026-09-01,2026-09-10,2026-09-17,1635.88,Pago,202609
MEN00003850,ALU00321,2026-10-01,2026-10-10,,1663.48,Em Aberto,202610
MEN00003851,ALU00321,2026-11-01,2026-11-10,,1666.22,Vencido,202611
MEN00003852,ALU00321,2026-12-01,2026-12-10,,1646.07,Vencido,202612
MEN00003853,ALU00322,2026-01-01,2026-01-10,2026-01-08,1635.91,Pago,202601
MEN00003854,ALU00322,2026-02-01,2026-02-10,2026-02-18,1693.49,Pago,202602
MEN00003855,ALU00322,2026-03-01,2026-03-10,2026-03-12,1699.02,Pago,202603
MEN00003856,ALU00322,2026-04-01,2026-04-10,2026-04-11,1657.48,Pago,202604
MEN00003857,ALU00322,2026-05-01,2026-05-10,,1666.7,Em Aberto,202605
MEN00003858,ALU00322,2026-06-01,2026-06-10,2026-06-15,1664.89,Pago,202606
MEN00003859,ALU00322,2026-07-01,2026-07-10,2026-07-13,1643.26,Pago,202607
MEN00003860,ALU00322,2026-08-01,2026-08-10,,1644.11,Vencido,202608
MEN00003861,ALU00322,2026-09-01,2026-09-10,2026-09-13,1698.87,Pago,202609
MEN00003862,ALU00322,2026-10-01,2026-10-10,2026-10-17,1638.64,Pago,202610
MEN00003863,ALU00322,2026-11-01,2026-11-10,,1602.66,Em Aberto,202611
MEN00003864,ALU00322,2026-12-01,2026-12-10,2026-12-09,1679.39,Pago,202612
MEN00003865,ALU00323,2026-01-01,2026-01-10,,1685.26,Em Aberto,202601
MEN00003866,ALU00323,2026-02-01,2026-02-10,,1668.73,Vencido,202602
MEN00003867,ALU00323,2026-03-01,2026-03-10,2026-03-09,1640.23,Pago,202603
MEN00003868,ALU00323,2026-04-01,2026-04-10,2026-04-13,1637.55,Pago,202604
MEN00003869,ALU00323,2026-05-01,2026-05-10,2026-05-08,1639.26,Pago,202605
MEN00003870,ALU00323,2026-06-01,2026-06-10,2026-06-12,1667.03,Pago,202606
MEN00003871,ALU00323,2026-07-01,2026-07-10,,1681.13,Vencido,202607
MEN00003872,ALU00323,2026-08-01,2026-08-10,2026-08-15,1632.6,Pago,202608
MEN00003873,ALU00323,2026-09-01,2026-09-10,2026-09-10,1681.19,Pago,202609
MEN00003874,ALU00323,2026-10-01,2026-10-10,2026-10-11,1616.08,Pago,202610
MEN00003875,ALU00323,2026-11-01,2026-11-10,2026-11-15,1614.99,Pago,202611
MEN00003876,ALU00323,2026-12-01,2026-12-10,,1645.35,Vencido,202612
MEN00003877,ALU00324,2026-01-01,2026-01-10,2026-01-17,1631.31,Pago,202601
MEN00003878,ALU00324,2026-02-01,2026-02-10,2026-02-09,1622.51,Pago,202602
MEN00003879,ALU00324,2026-03-01,2026-03-10,2026-03-18,1614.35,Pago,202603
MEN00003880,ALU00324,2026-04-01,2026-04-10,2026-04-12,1683.67,Pago,202604
MEN00003881,ALU00324,2026-05-01,2026-05-10,2026-05-11,1606.77,Pago,202605
MEN00003882,ALU00324,2026-06-01,2026-06-10,2026-06-16,1636.15,Pago,202606
MEN00003883,ALU00324,2026-07-01,2026-07-10,,1665.63,Em Aberto,202607
MEN00003884,ALU00324,2026-08-01,2026-08-10,2026-08-08,1680.26,Pago,202608
MEN00003885,ALU00324,2026-09-01,2026-09-10,2026-09-17,1622.35,Pago,202609
MEN00003886,ALU00324,2026-10-01,2026-10-10,2026-10-13,1627.43,Pago,202610
MEN00003887,ALU00324,2026-11-01,2026-11-10,2026-11-18,1626.89,Pago,202611
MEN00003888,ALU00324,2026-12-01,2026-12-10,2026-12-08,1675.83,Pago,202612
MEN00003889,ALU00325,2026-01-01,2026-01-10,2026-01-12,1655.41,Pago,202601
MEN00003890,ALU00325,2026-02-01,2026-02-10,,1672.51,Em Aberto,202602
MEN00003891,ALU00325,2026-03-01,2026-03-10,2026-03-10,1686.83,Pago,202603
MEN00003892,ALU00325,2026-04-01,2026-04-10,2026-04-13,1636.24,Pago,202604
MEN00003893,ALU00325,2026-05-01,2026-05-10,2026-05-14,1635.01,Pago,202605
MEN00003894,ALU00325,2026-06-01,2026-06-10,2026-06-11,1648.42,Pago,202606
MEN00003895,ALU00325,2026-07-01,2026-07-10,2026-07-10,1652.45,Pago,202607
MEN00003896,ALU00325,2026-08-01,2026-08-10,2026-08-12,1609.45,Pago,202608
MEN00003897,ALU00325,2026-09-01,2026-09-10,2026-09-12,1628.07,Pago,202609
MEN00003898,ALU00325,2026-10-01,2026-10-10,2026-10-11,1616.87,Pago,202610
MEN00003899,ALU00325,2026-11-01,2026-11-10,2026-11-13,1684.46,Pago,202611
MEN00003900,ALU00325,2026-12-01,2026-12-10,,1626.06,Vencido,202612
MEN00003901,ALU00326,2026-01-01,2026-01-10,2026-01-08,1658.55,Pago,202601
MEN00003902,ALU00326,2026-02-01,2026-02-10,2026-02-12,1623.76,Pago,202602
MEN00003903,ALU00326,2026-03-01,2026-03-10,2026-03-13,1699.34,Pago,202603
MEN00003904,ALU00326,2026-04-01,2026-04-10,,1675.88,Em Aberto,202604
MEN00003905,ALU00326,2026-05-01,2026-05-10,2026-05-08,1602.07,Pago,202605
MEN00003906,ALU00326,2026-06-01,2026-06-10,2026-06-07,1689.87,Pago,202606
MEN00003907,ALU00326,2026-07-01,2026-07-10,2026-07-18,1606.58,Pago,202607
MEN00003908,ALU00326,2026-08-01,2026-08-10,2026-08-08,1698.62,Pago,202608
MEN00003909,ALU00326,2026-09-01,2026-09-10,,1688.97,Vencido,202609
MEN00003910,ALU00326,2026-10-01,2026-10-10,2026-10-17,1692.19,Pago,202610
MEN00003911,ALU00326,2026-11-01,2026-11-10,2026-11-17,1618.08,Pago,202611
MEN00003912,ALU00326,2026-12-01,2026-12-10,,1694.4,Vencido,202612
MEN00003913,ALU00327,2026-01-01,2026-01-10,2026-01-14,1601.25,Pago,202601
MEN00003914,ALU00327,2026-02-01,2026-02-10,2026-02-18,1678.42,Pago,202602
MEN00003915,ALU00327,2026-03-01,2026-03-10,,1601.3,Em Aberto,202603
MEN00003916,ALU00327,2026-04-01,2026-04-10,2026-04-10,1641.2,Pago,202604
MEN00003917,ALU00327,2026-05-01,2026-05-10,2026-05-07,1637.8,Pago,202605
MEN00003918,ALU00327,2026-06-01,2026-06-10,2026-06-14,1614.57,Pago,202606
MEN00003919,ALU00327,2026-07-01,2026-07-10,2026-07-14,1602.2,Pago,202607
MEN00003920,ALU00327,2026-08-01,2026-08-10,2026-08-13,1622.09,Pago,202608
MEN00003921,ALU00327,2026-09-01,2026-09-10,,1669.33,Em Aberto,202609
MEN00003922,ALU00327,2026-10-01,2026-10-10,2026-10-18,1682.03,Pago,202610
MEN00003923,ALU00327,2026-11-01,2026-11-10,2026-11-15,1647.63,Pago,202611
MEN00003924,ALU00327,2026-12-01,2026-12-10,2026-12-08,1647.87,Pago,202612
MEN00003925,ALU00328,2026-01-01,2026-01-10,2026-01-18,1612.61,Pago,202601
MEN00003926,ALU00328,2026-02-01,2026-02-10,,1670.82,Em Aberto,202602
MEN00003927,ALU00328,2026-03-01,2026-03-10,2026-03-15,1689.72,Pago,202603
MEN00003928,ALU00328,2026-04-01,2026-04-10,2026-04-10,1668.87,Pago,202604
MEN00003929,ALU00328,2026-05-01,2026-05-10,2026-05-12,1680.53,Pago,202605
MEN00003930,ALU00328,2026-06-01,2026-06-10,2026-06-15,1629.14,Pago,202606
MEN00003931,ALU00328,2026-07-01,2026-07-10,,1648.26,Vencido,202607
MEN00003932,ALU00328,2026-08-01,2026-08-10,2026-08-18,1689.43,Pago,202608
MEN00003933,ALU00328,2026-09-01,2026-09-10,2026-09-11,1613.57,Pago,202609
MEN00003934,ALU00328,2026-10-01,2026-10-10,2026-10-11,1638.6,Pago,202610
MEN00003935,ALU00328,2026-11-01,2026-11-10,2026-11-17,1661.95,Pago,202611
MEN00003936,ALU00328,2026-12-01,2026-12-10,2026-12-14,1677.28,Pago,202612
MEN00003937,ALU00329,2026-01-01,2026-01-10,,1683.32,Em Aberto,202601
MEN00003938,ALU00329,2026-02-01,2026-02-10,2026-02-15,1690.02,Pago,202602
MEN00003939,ALU00329,2026-03-01,2026-03-10,,1633.41,Em Aberto,202603
MEN00003940,ALU00329,2026-04-01,2026-04-10,2026-04-09,1643.34,Pago,202604
MEN00003941,ALU00329,2026-05-01,2026-05-10,2026-05-16,1612.54,Pago,202605
MEN00003942,ALU00329,2026-06-01,2026-06-10,2026-06-14,1685.42,Pago,202606
MEN00003943,ALU00329,2026-07-01,2026-07-10,2026-07-13,1612.5,Pago,202607
MEN00003944,ALU00329,2026-08-01,2026-08-10,2026-08-18,1628.5,Pago,202608
MEN00003945,ALU00329,2026-09-01,2026-09-10,,1679.88,Em Aberto,202609
