id_matricula,id_aluno,id_turma,data_matricula,tipo_matricula,status,valor_matricula
MAT000361,ALU00361,TURMA018,2025-11-07,Nova matrícula,Ativo,550
MAT000362,ALU00362,TURMA018,2025-11-11,Nova matrícula,Ativo,650
MAT000363,ALU00363,TURMA018,2025-10-25,Nova matrícula,Ativo,350
MAT000364,ALU00364,TURMA018,2025-12-02,Rematrícula,Ativo,650
MAT000365,ALU00365,TURMA018,2025-12-24,Rematrícula,Ativo,450
MAT000366,ALU00366,TURMA018,2025-10-26,Transferência,Ativo,450
MAT000367,ALU00367,TURMA018,2025-09-01,Nova matrícula,Ativo,550
MAT000368,ALU00368,TURMA018,2025-10-03,Rematrícula,Ativo,450
MAT000369,ALU00369,TURMA018,2025-10-18,Nova matrícula,Ativo,350
MAT000370,ALU00370,TURMA018,2025-11-25,Transferência,Ativo,450
MAT000371,ALU00371,TURMA019,2025-12-01,Transferência,Ativo,450
MAT000372,ALU00372,TURMA019,2025-12-09,Transferência,Ativo,650
MAT000373,ALU00373,TURMA019,2025-11-04,Transferência,Ativo,550
MAT000374,ALU00374,TURMA019,2025-10-03,Transferência,Ativo,350
MAT000375,ALU00375,TURMA019,2025-12-10,Nova matrícula,Ativo,450
MAT000376,ALU00376,TURMA019,2025-11-02,Nova matrícula,Ativo,450
MAT000377,ALU00377,TURMA019,2025-12-12,Transferência,Ativo,450
MAT000378,ALU00378,TURMA019,2025-09-20,Rematrícula,Ativo,350
MAT000379,ALU00379,TURMA019,2025-09-02,Nova matrícula,Ativo,650
MAT000380,ALU00380,TURMA019,2025-12-18,Nova matrícula,Ativo,350
MAT000381,ALU00381,TURMA019,2025-09-19,Rematrícula,Ativo,550
MAT000382,ALU00382,TURMA019,2025-12-13,Transferência,Ativo,350
MAT000383,ALU00383,TURMA019,2025-09-04,Nova matrícula,Ativo,350
MAT000384,ALU00384,TURMA019,2025-09-03,Transferência,Ativo,450
MAT000385,ALU00385,TURMA019,2025-10-07,Rematrícula,Ativo,550
MAT000386,ALU00386,TURMA019,2025-12-07,Rematrícula,Ativo,450
MAT000387,ALU00387,TURMA019,2025-11-01,Rematrícula,Ativo,350
MAT000388,ALU00388,TURMA019,2025-09-28,Rematrícula,Ativo,450
MAT000389,ALU00389,TURMA019,2025-09-18,Rematrícula,Ativo,550
MAT000390,ALU00390,TURMA019,2025-09-09,Nova matrícula,Ativo,450
MAT000391,ALU00391,TURMA019,2025-11-21,Rematrícula,Ativo,450
MAT000392,ALU00392,TURMA019,2025-09-09,Rematrícula,Ativo,350
MAT000393,ALU00393,TURMA020,2025-12-09,Rematrícula,Ativo,450
MAT000394,ALU00394,TURMA020,2025-12-28,Nova matrícula,Ativo,350
MAT000395,ALU00395,TURMA020,2025-10-15,Nova matrícula,Ativo,650
MAT000396,ALU00396,TURMA020,2025-12-17,Nova matrícula,Ativo,550
MAT000397,ALU00397,TURMA020,2025-09-06,Transferência,Ativo,650
MAT000398,ALU00398,TURMA020,2025-09-05,Transferência,Ativo,650
MAT000399,ALU00399,TURMA020,2025-10-16,Nova matrícula,Ativo,350
MAT000400,ALU00400,TURMA020,2025-09-21,Rematrícula,Ativo,550
MAT000401,ALU00401,TURMA020,2025-10-12,Transferência,Ativo,350
MAT000402,ALU00402,TURMA020,2025-12-01,Transferência,Ativo,550
MAT000403,ALU00403,TURMA020,2025-12-07,Rematrícula,Ativo,350
MAT000404,ALU00404,TURMA020,2025-09-09,Nova matrícula,Ativo,550
MAT000405,ALU00405,TURMA020,2025-10-09,Transferência,Ativo,350
MAT000406,ALU00406,TURMA020,2025-10-25,Rematrícula,Ativo,650
MAT000407,ALU00407,TURMA020,2025-11-26,Rematrícula,Ativo,550
MAT000408,ALU00408,TURMA020,2025-09-04,Rematrícula,Ativo,550
MAT000409,ALU00409,TURMA020,2025-12-27,Nova matrícula,Ativo,550
MAT000410,ALU00410,TURMA020,2025-09-15,Nova matrícula,Ativo,550
MAT000411,ALU00411,TURMA020,2025-12-17,Nova matrícula,Ativo,350
MAT000412,ALU00412,TURMA020,2025-11-22,Rematrícula,Ativo,550
MAT000413,ALU00413,TURMA020,2025-09-18,Nova matrícula,Ativo,550
MAT000414,ALU00414,TURMA020,2025-12-10,Transferência,Ativo,450
MAT000415,ALU00415,TURMA020,2025-09-21,Nova matrícula,Ativo,350
MAT000416,ALU00416,TURMA020,2025-11-23,Transferência,Ativo,650
MAT000417,ALU00417,TURMA021,2025-11-13,Transferência,Ativo,650
MAT000418,ALU00418,TURMA021,2025-10-09,Transferência,Ativo,450
MAT000419,ALU00419,TURMA021,2025-10-26,Transferência,Ativo,650
MAT000420,ALU00420,TURMA021,2025-10-11,Rematrícula,Ativo,650
MAT000421,ALU00421,TURMA021,2025-09-05,Nova matrícula,Ativo,450
MAT000422,ALU00422,TURMA021,2025-09-18,Rematrícula,Ativo,650
MAT000423,ALU00423,TURMA021,2025-12-20,Rematrícula,Ativo,650
MAT000424,ALU00424,TURMA021,2025-09-02,Rematrícula,Ativo,550
MAT000425,ALU00425,TURMA021,2025-11-10,Transferência,Ativo,350
MAT000426,ALU00426,TURMA021,2025-10-18,Rematrícula,Ativo,450
MAT000427,ALU00427,TURMA021,2025-12-24,Rematrícula,Ativo,650
MAT000428,ALU00428,TURMA021,2025-11-16,Rematrícula,Ativo,550
MAT000429,ALU00429,TURMA021,2025-12-05,Transferência,Ativo,450
MAT000430,ALU00430,TURMA021,2025-09-16,Nova matrícula,Ativo,550
MAT000431,ALU00431,TURMA021,2025-10-05,Rematrícula,Ativo,550
MAT000432,ALU00432,TURMA021,2025-09-06,Rematrícula,Ativo,450
MAT000433,ALU00433,TURMA021,2025-11-14,Rematrícula,Ativo,650
MAT000434,ALU00434,TURMA021,2025-11-12,Rematrícula,Ativo,650
MAT000435,ALU00435,TURMA021,2025-12-11,Transferência,Ativo,450
MAT000436,ALU00436,TURMA021,2025-12-21,Rematrícula,Ativo,450
MAT000437,ALU00437,TURMA021,2025-12-03,Transferência,Ativo,550
MAT000438,ALU00438,TURMA021,2025-10-06,Rematrícula,Ativo,450
MAT000439,ALU00439,TURMA021,2025-10-21,Transferência,Ativo,550
MAT000440,ALU00440,TURMA021,2025-11-03,Rematrícula,Ativo,650
MAT000441,ALU00441,TURMA021,2025-10-17,Transferência,Ativo,450
MAT000442,ALU00442,TURMA021,2025-12-07,Transferência,Ativo,350
MAT000443,ALU00443,TURMA022,2025-12-17,Transferência,Ativo,450
MAT000444,ALU00444,TURMA022,2025-10-14,Transferência,Ativo,350
MAT000445,ALU00445,TURMA022,2025-09-16,Rematrícula,Ativo,450
MAT000446,ALU00446,TURMA022,2025-11-12,Rematrícula,Ativo,550
MAT000447,ALU00447,TURMA022,2025-10-27,Transferência,Ativo,650
MAT000448,ALU00448,TURMA022,2025-12-17,Rematrícula,Ativo,450
MAT000449,ALU00449,TURMA022,2025-12-08,Rematrícula,Ativo,650
MAT000450,ALU00450,TURMA022,2025-11-15,Rematrícula,Ativo,450
MAT000451,ALU00451,TURMA022,2025-11-12,Rematrícula,Ativo,350
MAT000452,ALU00452,TURMA022,2025-12-26,Nova matrícula,Ativo,650
MAT000453,ALU00453,TURMA022,2025-12-07,Transferência,Ativo,450
MAT000454,ALU00454,TURMA022,2025-12-07,Nova matrícula,Ativo,650
MAT000455,ALU00455,TURMA022,2025-09-21,Nova matrícula,Ativo,650
MAT000456,ALU00456,TURMA022,2025-10-18,Nova matrícula,Ativo,350
MAT000457,ALU00457,TURMA022,2025-10-08,Transferência,Ativo,550
MAT000458,ALU00458,TURMA022,2025-11-02,Rematrícula,Ativo,650
MAT000459,ALU00459,TURMA022,2025-11-19,Rematrícula,Ativo,550
MAT000460,ALU00460,TURMA022,2025-10-23,Nova matrícula,Ativo,650
MAT000461,ALU00461,TURMA022,2025-10-25,Nova matrícula,Ativo,650
MAT000462,ALU00462,TURMA022,2025-09-15,Rematrícula,Ativo,550
MAT000463,ALU00463,TURMA022,2025-11-18,Transferência,Ativo,350
MAT000464,ALU00464,TURMA022,2025-11-24,Rematrícula,Ativo,550
MAT000465,ALU00465,TURMA022,2025-11-10,Transferência,Ativo,550
MAT000466,ALU00466,TURMA022,2025-09-06,Rematrícula,Ativo,350
MAT000467,ALU00467,TURMA022,2025-10-13,Transferência,Ativo,350
MAT000468,ALU00468,TURMA022,2025-09-17,Nova matrícula,Ativo,450
MAT000469,ALU00469,TURMA023,2025-11-27,Transferência,Ativo,450
MAT000470,ALU00470,TURMA023,2025-11-20,Transferência,Ativo,450
MAT000471,ALU00471,TURMA023,2025-10-19,Nova matrícula,Ativo,550
MAT000472,ALU00472,TURMA023,2025-09-28,Transferência,Ativo,350
MAT000473,ALU00473,TURMA023,2025-10-07,Nova matrícula,Ativo,350
MAT000474,ALU00474,TURMA023,2025-09-08,Nova matrícula,Ativo,450
MAT000475,ALU00475,TURMA023,2025-10-03,Transferência,Ativo,650
MAT000476,ALU00476,TURMA023,2025-09-11,Transferência,Ativo,450
MAT000477,ALU00477,TURMA023,2025-12-05,Rematrícula,Ativo,450
MAT000478,ALU00478,TURMA023,2025-12-09,Rematrícula,Ativo,550
MAT000479,ALU00479,TURMA023,2025-10-27,Transferência,Ativo,350
MAT000480,ALU00480,TURMA023,2025-10-20,Rematrícula,Ativo,450
MAT000481,ALU00481,TURMA023,2025-12-18,Rematrícula,Ativo,650
MAT000482,ALU00482,TURMA023,2025-11-02,Rematrícula,Ativo,450
MAT000483,ALU00483,TURMA023,2025-11-01,Rematrícula,Ativo,650
MAT000484,ALU00484,TURMA023,2025-12-02,Nova matrícula,Ativo,650
MAT000485,ALU00485,TURMA023,2025-09-24,Transferência,Ativo,550
MAT000486,ALU00486,TURMA023,2025-09-05,Nova matrícula,Ativo,450
MAT000487,ALU00487,TURMA023,2025-11-13,Rematrícula,Ativo,650
MAT000488,ALU00488,TURMA023,2025-10-22,Transferência,Ativo,450
MAT000489,ALU00489,TURMA023,2025-11-28,Rematrícula,Ativo,450
MAT000490,ALU00490,TURMA023,2025-09-23,Transferência,Ativo,650
MAT000491,ALU00491,TURMA023,2025-12-08,Nova matrícula,Ativo,450
MAT000492,ALU00492,TURMA023,2025-11-01,Transferência,Ativo,350
MAT000493,ALU00493,TURMA023,2025-11-06,Nova matrícula,Ativo,550
MAT000494,ALU00494,TURMA024,2025-12-14,Transferência,Ativo,450
MAT000495,ALU00495,TURMA024,2025-12-19,Nova matrícula,Ativo,450
MAT000496,ALU00496,TURMA024,2025-10-03,Nova matrícula,Ativo,450
MAT000497,ALU00497,TURMA024,2025-10-07,Rematrícula,Ativo,450
MAT000498,ALU00498,TURMA024,2025-12-22,Nova matrícula,Ativo,550
MAT000499,ALU00499,TURMA024,2025-10-27,Nova matrícula,Ativo,650
MAT000500,ALU00500,TURMA024,2025-10-05,Rematrícula,Ativo,550
MAT000501,ALU00501,TURMA024,2025-11-01,Rematrícula,Ativo,550
MAT000502,ALU00502,TURMA024,2025-10-28,Rematrícula,Ativo,450
MAT000503,ALU00503,TURMA024,2025-12-01,Nova matrícula,Ativo,650
MAT000504,ALU00504,TURMA024,2025-09-06,Rematrícula,Ativo,650
MAT000505,ALU00505,TURMA024,2025-10-13,Transferência,Ativo,650
MAT000506,ALU00506,TURMA024,2025-09-23,Transferência,Ativo,350
MAT000507,ALU00507,TURMA024,2025-11-12,Nova matrícula,Ativo,350
MAT000508,ALU00508,TURMA024,2025-10-23,Rematrícula,Ativo,350
MAT000509,ALU00509,TURMA024,2025-10-23,Nova matrícula,Ativo,350
MAT000510,ALU00510,TURMA024,2025-11-26,Rematrícula,Ativo,350
MAT000511,ALU00511,TURMA024,2025-12-12,Nova matrícula,Ativo,350
MAT000512,ALU00512,TURMA024,2025-11-12,Nova matrícula,Ativo,450
MAT000513,ALU00513,TURMA024,2025-12-03,Nova matrícula,Ativo,450
MAT000514,ALU00514,TURMA024,2025-12-20,Transferência,Ativo,650
MAT000515,ALU00515,TURMA024,2025-11-04,Nova matrícula,Ativo,550
MAT000516,ALU00516,TURMA025,2025-09-04,Rematrícula,Ativo,350
MAT000517,ALU00517,TURMA025,2025-11-10,Rematrícula,Ativo,350
MAT000518,ALU00518,TURMA025,2025-12-10,Transferência,Ativo,450
MAT000519,ALU00519,TURMA025,2025-11-03,Nova matrícula,Ativo,350
MAT000520,ALU00520,TURMA025,2025-12-19,Nova matrícula,Ativo,550
MAT000521,ALU00521,TURMA025,2025-10-15,Rematrícula,Ativo,650
MAT000522,ALU00522,TURMA025,2025-11-08,Rematrícula,Ativo,650
MAT000523,ALU00523,TURMA025,2025-09-06,Nova matrícula,Ativo,650
MAT000524,ALU00524,TURMA025,2025-09-22,Transferência,Ativo,350
MAT000525,ALU00525,TURMA025,2025-10-19,Nova matrícula,Ativo,350
MAT000526,ALU00526,TURMA025,2025-09-10,Rematrícula,Ativo,350
MAT000527,ALU00527,TURMA025,2025-09-07,Rematrícula,Ativo,450
MAT000528,ALU00528,TURMA025,2025-09-12,Rematrícula,Ativo,550
MAT000529,ALU00529,TURMA025,2025-11-24,Transferência,Ativo,450
MAT000530,ALU00530,TURMA025,2025-11-08,Rematrícula,Ativo,350
MAT000531,ALU00531,TURMA025,2025-12-04,Transferência,Ativo,650
MAT000532,ALU00532,TURMA025,2025-10-09,Rematrícula,Ativo,550
MAT000533,ALU00533,TURMA025,2025-12-03,Rematrícula,Ativo,450
MAT000534,ALU00534,TURMA025,2025-09-17,Nova matrícula,Ativo,450
MAT000535,ALU00535,TURMA025,2025-09-09,Nova matrícula,Ativo,450
MAT000536,ALU00536,TURMA025,2025-10-14,Rematrícula,Ativo,350
MAT000537,ALU00537,TURMA025,2025-10-26,Rematrícula,Ativo,450
MAT000538,ALU00538,TURMA026,2025-09-04,Transferência,Ativo,550
MAT000539,ALU00539,TURMA026,2025-12-24,Nova matrícula,Ativo,450
MAT000540,ALU00540,TURMA026,2025-10-19,Transferência,Ativo,450
MAT000541,ALU00541,TURMA026,2025-09-08,Nova matrícula,Ativo,450
MAT000542,ALU00542,TURMA026,2025-10-28,Transferência,Ativo,550
MAT000543,ALU00543,TURMA026,2025-12-16,Nova matrícula,Ativo,650
MAT000544,ALU00544,TURMA026,2025-12-01,Nova matrícula,Ativo,650
MAT000545,ALU00545,TURMA026,2025-09-04,Nova matrícula,Ativo,650
MAT000546,ALU00546,TURMA026,2025-11-18,Transferência,Ativo,350
MAT000547,ALU00547,TURMA026,2025-10-21,Transferência,Ativo,650
MAT000548,ALU00548,TURMA026,2025-11-26,Nova matrícula,Ativo,650
MAT000549,ALU00549,TURMA026,2025-11-15,Rematrícula,Ativo,650
MAT000550,ALU00550,TURMA026,2025-09-06,Rematrícula,Ativo,450
MAT000551,ALU00551,TURMA026,2025-12-02,Nova matrícula,Ativo,650
MAT000552,ALU00552,TURMA026,2025-11-07,Rematrícula,Ativo,550
MAT000553,ALU00553,TURMA026,2025-09-25,Nova matrícula,Ativo,550
MAT000554,ALU00554,TURMA026,2025-10-03,Rematrícula,Ativo,450
MAT000555,ALU00555,TURMA026,2025-12-20,Transferência,Ativo,350
MAT000556,ALU00556,TURMA026,2025-09-16,Nova matrícula,Ativo,550
MAT000557,ALU00557,TURMA026,2025-09-05,Rematrícula,Ativo,450
MAT000558,ALU00558,TURMA026,2025-12-12,Transferência,Ativo,450
MAT000559,ALU00559,TURMA026,2025-10-26,Transferência,Ativo,550
MAT000560,ALU00560,TURMA026,2025-11-23,Transferência,Ativo,650
MAT000561,ALU00561,TURMA026,2025-11-17,Nova matrícula,Ativo,550
MAT000562,ALU00562,TURMA026,2025-11-26,Rematrícula,Ativo,650
MAT000563,ALU00563,TURMA026,2025-09-28,Transferência,Ativo,650
MAT000564,ALU00564,TURMA027,2025-09-19,Nova matrícula,Ativo,350
MAT000565,ALU00565,TURMA027,2025-11-22,Rematrícula,Ativo,450
MAT000566,ALU00566,TURMA027,2025-12-14,Rematrícula,Ativo,350
MAT000567,ALU00567,TURMA027,2025-11-15,Nova matrícula,Ativo,450
MAT000568,ALU00568,TURMA027,2025-10-02,Nova matrícula,Ativo,450
MAT000569,ALU00569,TURMA027,2025-10-18,Nova matrícula,Ativo,350
MAT000570,ALU00570,TURMA027,2025-12-01,Rematrícula,Ativo,550
MAT000571,ALU00571,TURMA027,2025-12-25,Rematrícula,Ativo,350
MAT000572,ALU00572,TURMA027,2025-09-01,Transferência,Ativo,450
MAT000573,ALU00573,TURMA027,2025-09-15,Transferência,Ativo,650
MAT000574,ALU00574,TURMA027,2025-12-24,Rematrícula,Ativo,450
MAT000575,ALU00575,TURMA027,2025-09-03,Nova matrícula,Ativo,350
MAT000576,ALU00576,TURMA027,2025-10-01,Nova matrícula,Ativo,650
MAT000577,ALU00577,TURMA027,2025-09-09,Transferência,Ativo,550
MAT000578,ALU00578,TURMA027,2025-12-17,Nova matrícula,Ativo,550
MAT000579,ALU00579,TURMA027,2025-12-24,Rematrícula,Ativo,350
MAT000580,ALU00580,TURMA027,2025-11-17,Nova matrícula,Ativo,450
MAT000581,ALU00581,TURMA027,2025-11-25,Rematrícula,Ativo,450
MAT000582,ALU00582,TURMA027,2025-09-26,Nova matrícula,Ativo,550
MAT000583,ALU00583,TURMA027,2025-09-11,Nova matrícula,Ativo,350
MAT000584,ALU00584,TURMA027,2025-10-08,Rematrícula,Ativo,550
MAT000585,ALU00585,TURMA027,2025-11-15,Rematrícula,Ativo,650
MAT000586,ALU00586,TURMA027,2025-12-21,Transferência,Ativo,350
MAT000587,ALU00587,TURMA027,2025-11-07,Rematrícula,Ativo,450
MAT000588,ALU00588,TURMA027,2025-11-20,Nova matrícula,Ativo,650
MAT000589,ALU00589,TURMA027,2025-10-17,Transferência,Ativo,650
MAT000590,ALU00590,TURMA028,2025-12-12,Rematrícula,Ativo,650
MAT000591,ALU00591,TURMA028,2025-12-27,Nova matrícula,Ativo,450
MAT000592,ALU00592,TURMA028,2025-12-14,Transferência,Ativo,650
MAT000593,ALU00593,TURMA028,2025-10-25,Rematrícula,Ativo,450
MAT000594,ALU00594,TURMA028,2025-09-06,Rematrícula,Ativo,350
MAT000595,ALU00595,TURMA028,2025-09-28,Transferência,Ativo,450
MAT000596,ALU00596,TURMA028,2025-12-12,Transferência,Ativo,550
MAT000597,ALU00597,TURMA028,2025-12-19,Rematrícula,Ativo,650
MAT000598,ALU00598,TURMA028,2025-11-04,Transferência,Ativo,550
MAT000599,ALU00599,TURMA028,2025-12-27,Transferência,Ativo,550
MAT000600,ALU00600,TURMA028,2025-12-23,Transferência,Ativo,450
MAT000601,ALU00601,TURMA028,2025-09-06,Rematrícula,Ativo,550
MAT000602,ALU00602,TURMA028,2025-11-07,Transferência,Ativo,450
MAT000603,ALU00603,TURMA028,2025-11-22,Transferência,Ativo,550
MAT000604,ALU00604,TURMA028,2025-09-19,Rematrícula,Ativo,450
MAT000605,ALU00605,TURMA028,2025-09-17,Nova matrícula,Ativo,450
MAT000606,ALU00606,TURMA028,2025-11-22,Rematrícula,Ativo,450
MAT000607,ALU00607,TURMA028,2025-11-14,Nova matrícula,Ativo,550
MAT000608,ALU00608,TURMA028,2025-11-26,Rematrícula,Ativo,550
MAT000609,ALU00609,TURMA028,2025-11-04,Nova matrícula,Ativo,350
MAT000610,ALU00610,TURMA028,2025-10-12,Transferência,Ativo,450
MAT000611,ALU00611,TURMA028,2025-10-02,Transferência,Ativo,550
MAT000612,ALU00612,TURMA029,2025-11-23,Transferência,Ativo,350
MAT000613,ALU00613,TURMA029,2025-11-27,Rematrícula,Ativo,650
MAT000614,ALU00614,TURMA029,2025-09-16,Nova matrícula,Ativo,350
MAT000615,ALU00615,TURMA029,2025-11-01,Rematrícula,Ativo,350
MAT000616,ALU00616,TURMA029,2025-10-04,Rematrícula,Ativo,550
MAT000617,ALU00617,TURMA029,2025-10-24,Nova matrícula,Ativo,350
MAT000618,ALU00618,TURMA029,2025-09-14,Rematrícula,Ativo,550
MAT000619,ALU00619,TURMA029,2025-10-21,Rematrícula,Ativo,350
MAT000620,ALU00620,TURMA029,2025-12-08,Nova matrícula,Ativo,450
MAT000621,ALU00621,TURMA029,2025-11-16,Transferência,Ativo,350
MAT000622,ALU00622,TURMA029,2025-12-17,Transferência,Ativo,650
MAT000623,ALU00623,TURMA029,2025-12-23,Transferência,Ativo,450
MAT000624,ALU00624,TURMA029,2025-12-15,Nova matrícula,Ativo,650
MAT000625,ALU00625,TURMA029,2025-10-26,Transferência,Ativo,450
MAT000626,ALU00626,TURMA029,2025-11-17,Rematrícula,Ativo,550
MAT000627,ALU00627,TURMA029,2025-10-05,Transferência,Ativo,550
MAT000628,ALU00628,TURMA029,2025-10-02,Rematrícula,Ativo,650
MAT000629,ALU00629,TURMA029,2025-11-21,Nova matrícula,Ativo,550
MAT000630,ALU00630,TURMA029,2025-10-11,Transferência,Ativo,450
MAT000631,ALU00631,TURMA029,2025-09-28,Transferência,Ativo,550
MAT000632,ALU00632,TURMA029,2025-11-17,Rematrícula,Ativo,350
MAT000633,ALU00633,TURMA029,2025-09-07,Transferência,Ativo,550
MAT000634,ALU00634,TURMA029,2025-09-22,Transferência,Ativo,550
MAT000635,ALU00635,TURMA029,2025-11-09,Transferência,Ativo,350
MAT000636,ALU00636,TURMA029,2025-10-20,Nova matrícula,Ativo,350
MAT000637,ALU00637,TURMA030,2025-12-07,Nova matrícula,Ativo,350
MAT000638,ALU00638,TURMA030,2025-11-19,Rematrícula,Ativo,650
MAT000639,ALU00639,TURMA030,2025-09-06,Transferência,Ativo,450
MAT000640,ALU00640,TURMA030,2025-09-12,Transferência,Ativo,650
MAT000641,ALU00641,TURMA030,2025-10-04,Nova matrícula,Ativo,350
MAT000642,ALU00642,TURMA030,2025-12-18,Nova matrícula,Ativo,650
MAT000643,ALU00643,TURMA030,2025-10-09,Nova matrícula,Ativo,550
MAT000644,ALU00644,TURMA030,2025-11-19,Rematrícula,Ativo,650
MAT000645,ALU00645,TURMA030,2025-10-10,Rematrícula,Ativo,550
MAT000646,ALU00646,TURMA030,2025-12-24,Rematrícula,Ativo,350
MAT000647,ALU00647,TURMA030,2025-10-17,Rematrícula,Ativo,650
MAT000648,ALU00648,TURMA030,2025-09-17,Nova matrícula,Ativo,350
MAT000649,ALU00649,TURMA030,2025-11-01,Rematrícula,Ativo,650
MAT000650,ALU00650,TURMA030,2025-12-14,Rematrícula,Ativo,650
MAT000651,ALU00651,TURMA030,2025-12-10,Rematrícula,Ativo,550
MAT000652,ALU00652,TURMA030,2025-09-27,Rematrícula,Ativo,450
MAT000653,ALU00653,TURMA030,2025-09-21,Transferência,Ativo,350
MAT000654,ALU00654,TURMA030,2025-09-22,Transferência,Ativo,350
MAT000655,ALU00655,TURMA030,2025-10-24,Nova matrícula,Ativo,550
MAT000656,ALU00656,TURMA030,2025-10-01,Nova matrícula,Ativo,550
MAT000657,ALU00657,TURMA030,2025-12-09,Transferência,Ativo,350
MAT000658,ALU00658,TURMA030,2025-09-09,Rematrícula,Ativo,450
MAT000659,ALU00659,TURMA030,2025-11-07,Rematrícula,Ativo,450
MAT000660,ALU00660,TURMA030,2025-10-02,Rematrícula,Ativo,650
MAT000661,ALU00661,TURMA030,2025-10-01,Nova matrícula,Ativo,450
MAT000662,ALU00662,TURMA030,2025-10-17,Rematrícula,Ativo,650
MAT000663,ALU00663,TURMA030,2025-10-27,Nova matrícula,Ativo,450
MAT000664,ALU00664,TURMA030,2025-11-15,Nova matrícula,Ativo,350
MAT000665,ALU00665,TURMA031,2025-10-28,Transferência,Ativo,350
MAT000666,ALU00666,TURMA031,2025-11-19,Rematrícula,Ativo,550
MAT000667,ALU00667,TURMA031,2025-12-26,Transferência,Ativo,450
MAT000668,ALU00668,TURMA031,2025-10-01,Nova matrícula,Ativo,450
MAT000669,ALU00669,TURMA031,2025-12-14,Transferência,Ativo,650
MAT000670,ALU00670,TURMA031,2025-10-22,Nova matrícula,Ativo,350
MAT000671,ALU00671,TURMA031,2025-10-08,Nova matrícula,Ativo,450
MAT000672,ALU00672,TURMA031,2025-09-14,Rematrícula,Ativo,650
MAT000673,ALU00673,TURMA031,2025-12-25,Rematrícula,Ativo,650
MAT000674,ALU00674,TURMA031,2025-12-12,Transferência,Ativo,650
MAT000675,ALU00675,TURMA031,2025-11-10,Nova matrícula,Ativo,350
MAT000676,ALU00676,TURMA031,2025-11-12,Nova matrícula,Ativo,350
MAT000677,ALU00677,TURMA031,2025-11-07,Rematrícula,Ativo,550
MAT000678,ALU00678,TURMA031,2025-09-14,Rematrícula,Ativo,350
MAT000679,ALU00679,TURMA031,2025-12-28,Nova matrícula,Ativo,350
MAT000680,ALU00680,TURMA031,2025-11-11,Nova matrícula,Ativo,550
MAT000681,ALU00681,TURMA031,2025-12-19,Rematrícula,Ativo,450
MAT000682,ALU00682,TURMA031,2025-11-26,Nova matrícula,Ativo,550
MAT000683,ALU00683,TURMA031,2025-12-22,Nova matrícula,Ativo,650
MAT000684,ALU00684,TURMA031,2025-11-21,Transferência,Ativo,350
MAT000685,ALU00685,TURMA031,2025-09-07,Transferência,Ativo,650
MAT000686,ALU00686,TURMA032,2025-10-26,Rematrícula,Ativo,450
MAT000687,ALU00687,TURMA032,2025-09-19,Rematrícula,Ativo,550
MAT000688,ALU00688,TURMA032,2025-12-04,Nova matrícula,Ativo,450
MAT000689,ALU00689,TURMA032,2025-11-05,Transferência,Ativo,450
MAT000690,ALU00690,TURMA032,2025-10-09,Rematrícula,Ativo,350
MAT000691,ALU00691,TURMA032,2025-10-02,Nova matrícula,Ativo,450
MAT000692,ALU00692,TURMA032,2025-09-03,Rematrícula,Ativo,650
MAT000693,ALU00693,TURMA032,2025-10-02,Nova matrícula,Ativo,650
MAT000694,ALU00694,TURMA032,2025-12-28,Rematrícula,Ativo,350
MAT000695,ALU00695,TURMA032,2025-11-25,Transferência,Ativo,650
MAT000696,ALU00696,TURMA032,2025-09-01,Nova matrícula,Ativo,450
MAT000697,ALU00697,TURMA032,2025-09-23,Rematrícula,Ativo,650
MAT000698,ALU00698,TURMA032,2025-10-12,Nova matrícula,Ativo,550
MAT000699,ALU00699,TURMA032,2025-11-19,Transferência,Ativo,550
MAT000700,ALU00700,TURMA032,2025-10-01,Rematrícula,Ativo,350
MAT000701,ALU00701,TURMA032,2025-10-25,Transferência,Ativo,650
MAT000702,ALU00702,TURMA032,2025-09-11,Rematrícula,Ativo,650
MAT000703,ALU00703,TURMA032,2025-11-14,Rematrícula,Ativo,450
MAT000704,ALU00704,TURMA032,2025-10-07,Transferência,Ativo,550
MAT000705,ALU00705,TURMA032,2025-09-18,Rematrícula,Ativo,350
MAT000706,ALU00706,TURMA032,2025-09-13,Transferência,Ativo,550
MAT000707,ALU00707,TURMA032,2025-12-11,Transferência,Ativo,350
MAT000708,ALU00708,TURMA032,2025-11-23,Transferência,Ativo,550
MAT000709,ALU00709,TURMA032,2025-12-25,Nova matrícula,Ativo,450
MAT000710,ALU00710,TURMA032,2025-09-12,Rematrícula,Ativo,650
MAT000711,ALU00711,TURMA033,2025-09-25,Transferência,Ativo,550
MAT000712,ALU00712,TURMA033,2025-09-23,Transferência,Ativo,650
MAT000713,ALU00713,TURMA033,2025-12-11,Rematrícula,Ativo,350
MAT000714,ALU00714,TURMA033,2025-12-09,Rematrícula,Ativo,550
MAT000715,ALU00715,TURMA033,2025-12-17,Rematrícula,Ativo,550
MAT000716,ALU00716,TURMA033,2025-11-25,Transferência,Ativo,650
MAT000717,ALU00717,TURMA033,2025-10-01,Rematrícula,Ativo,550
MAT000718,ALU00718,TURMA033,2025-10-14,Transferência,Ativo,450
MAT000719,ALU00719,TURMA033,2025-09-15,Rematrícula,Ativo,650
MAT000720,ALU00720,TURMA033,2025-10-20,Rematrícula,Ativo,350
