id_nota,id_aluno,disciplina,periodo,nota
NOT00001085,ALU00181,Geografia,2º Bimestre,8.2
NOT00001086,ALU00181,Inglês,1º Bimestre,5.9
NOT00001087,ALU00182,Português,1º Bimestre,6.0
NOT00001088,ALU00182,Matemática,1º Bimestre,6.9
NOT00001089,ALU00182,Ciências,3º Bimestre,6.3
NOT00001090,ALU00182,História,4º Bimestre,7.1
NOT00001091,ALU00182,Geografia,4º Bimestre,8.7
NOT00001092,ALU00182,Inglês,4º Bimestre,8.1
NOT00001093,ALU00183,Português,1º Bimestre,8.6
NOT00001094,ALU00183,Matemática,3º Bimestre,6.3
NOT00001095,ALU00183,Ciências,1º Bimestre,7.8
NOT00001096,ALU00183,História,3º Bimestre,7.4
NOT00001097,ALU00183,Geografia,3º Bimestre,8.8
NOT00001098,ALU00183,Inglês,1º Bimestre,5.9
NOT00001099,ALU00184,Português,1º Bimestre,6.0
NOT00001100,ALU00184,Matemática,4º Bimestre,6.4
NOT00001101,ALU00184,Ciências,3º Bimestre,6.4
NOT00001102,ALU00184,História,3º Bimestre,6.2
NOT00001103,ALU00184,Geografia,2º Bimestre,9.7
NOT00001104,ALU00184,Inglês,2º Bimestre,6.1
NOT00001105,ALU00185,Português,4º Bimestre,9.5
NOT00001106,ALU00185,Matemática,1º Bimestre,8.5
NOT00001107,ALU00185,Ciências,3º Bimestre,7.9
NOT00001108,ALU00185,História,3º Bimestre,7.8
NOT00001109,ALU00185,Geografia,4º Bimestre,7.9
NOT00001110,ALU00185,Inglês,4º Bimestre,8.8
NOT00001111,ALU00186,Português,2º Bimestre,7.1
NOT00001112,ALU00186,Matemática,2º Bimestre,8.4
NOT00001113,ALU00186,Ciências,3º Bimestre,7.0
NOT00001114,ALU00186,História,1º Bimestre,9.5
NOT00001115,ALU00186,Geografia,3º Bimestre,8.1
NOT00001116,ALU00186,Inglês,1º Bimestre,6.0
NOT00001117,ALU00187,Português,2º Bimestre,5.7
NOT00001118,ALU00187,Matemática,1º Bimestre,8.5
NOT00001119,ALU00187,Ciências,1º Bimestre,8.0
NOT00001120,ALU00187,História,2º Bimestre,9.0
NOT00001121,ALU00187,Geografia,2º Bimestre,8.2
NOT00001122,ALU00187,Inglês,4º Bimestre,8.7
NOT00001123,ALU00188,Português,4º Bimestre,9.4
NOT00001124,ALU00188,Matemática,3º Bimestre,8.5
NOT00001125,ALU00188,Ciências,3º Bimestre,7.0
NOT00001126,ALU00188,História,3º Bimestre,5.7
NOT00001127,ALU00188,Geografia,2º Bimestre,7.7
NOT00001128,ALU00188,Inglês,1º Bimestre,7.4
NOT00001129,ALU00189,Português,1º Bimestre,9.1
NOT00001130,ALU00189,Matemática,2º Bimestre,9.7
NOT00001131,ALU00189,Ciências,2º Bimestre,7.6
NOT00001132,ALU00189,História,2º Bimestre,6.0
NOT00001133,ALU00189,Geografia,4º Bimestre,9.0
NOT00001134,ALU00189,Inglês,3º Bimestre,9.3
NOT00001135,ALU00190,Português,4º Bimestre,6.8
NOT00001136,ALU00190,Matemática,1º Bimestre,8.0
NOT00001137,ALU00190,Ciências,3º Bimestre,8.8
NOT00001138,ALU00190,História,2º Bimestre,5.7
NOT00001139,ALU00190,Geografia,3º Bimestre,6.5
NOT00001140,ALU00190,Inglês,3º Bimestre,8.2
NOT00001141,ALU00191,Português,1º Bimestre,8.2
NOT00001142,ALU00191,Matemática,2º Bimestre,7.3
NOT00001143,ALU00191,Ciências,1º Bimestre,7.9
NOT00001144,ALU00191,História,4º Bimestre,7.6
NOT00001145,ALU00191,Geografia,2º Bimestre,9.1
NOT00001146,ALU00191,Inglês,1º Bimestre,8.6
NOT00001147,ALU00192,Português,3º Bimestre,7.2
NOT00001148,ALU00192,Matemática,3º Bimestre,9.4
NOT00001149,ALU00192,Ciências,4º Bimestre,9.5
NOT00001150,ALU00192,História,4º Bimestre,7.2
NOT00001151,ALU00192,Geografia,3º Bimestre,7.7
NOT00001152,ALU00192,Inglês,2º Bimestre,7.3
NOT00001153,ALU00193,Português,4º Bimestre,7.8
NOT00001154,ALU00193,Matemática,1º Bimestre,9.7
NOT00001155,ALU00193,Ciências,1º Bimestre,8.3
NOT00001156,ALU00193,História,3º Bimestre,7.7
NOT00001157,ALU00193,Geografia,3º Bimestre,6.9
NOT00001158,ALU00193,Inglês,1º Bimestre,8.9
NOT00001159,ALU00194,Português,4º Bimestre,8.9
NOT00001160,ALU00194,Matemática,2º Bimestre,6.2
NOT00001161,ALU00194,Ciências,4º Bimestre,9.6
NOT00001162,ALU00194,História,4º Bimestre,8.8
NOT00001163,ALU00194,Geografia,1º Bimestre,8.8
NOT00001164,ALU00194,Inglês,4º Bimestre,9.2
NOT00001165,ALU00195,Português,4º Bimestre,8.1
NOT00001166,ALU00195,Matemática,3º Bimestre,9.6
NOT00001167,ALU00195,Ciências,1º Bimestre,5.5
NOT00001168,ALU00195,História,3º Bimestre,7.9
NOT00001169,ALU00195,Geografia,3º Bimestre,6.6
NOT00001170,ALU00195,Inglês,4º Bimestre,8.6
NOT00001171,ALU00196,Português,1º Bimestre,6.8
NOT00001172,ALU00196,Matemática,2º Bimestre,7.0
NOT00001173,ALU00196,Ciências,4º Bimestre,8.3
NOT00001174,ALU00196,História,3º Bimestre,7.9
NOT00001175,ALU00196,Geografia,4º Bimestre,9.6
NOT00001176,ALU00196,Inglês,3º Bimestre,7.1
NOT00001177,ALU00197,Português,2º Bimestre,9.1
NOT00001178,ALU00197,Matemática,3º Bimestre,6.8
NOT00001179,ALU00197,Ciências,2º Bimestre,9.0
NOT00001180,ALU00197,História,2º Bimestre,5.9
NOT00001181,ALU00197,Geografia,1º Bimestre,7.4
NOT00001182,ALU00197,Inglês,3º Bimestre,5.8
NOT00001183,ALU00198,Português,2º Bimestre,8.9
NOT00001184,ALU00198,Matemática,3º Bimestre,9.4
NOT00001185,ALU00198,Ciências,2º Bimestre,7.8
NOT00001186,ALU00198,História,2º Bimestre,7.4
NOT00001187,ALU00198,Geografia,4º Bimestre,8.5
NOT00001188,ALU00198,Inglês,2º Bimestre,9.6
NOT00001189,ALU00199,Português,1º Bimestre,6.6
NOT00001190,ALU00199,Matemática,3º Bimestre,5.9
NOT00001191,ALU00199,Ciências,2º Bimestre,8.9
NOT00001192,ALU00199,História,1º Bimestre,8.5
NOT00001193,ALU00199,Geografia,2º Bimestre,9.1
NOT00001194,ALU00199,Inglês,1º Bimestre,9.0
NOT00001195,ALU00200,Português,3º Bimestre,9.5
NOT00001196,ALU00200,Matemática,4º Bimestre,9.5
NOT00001197,ALU00200,Ciências,4º Bimestre,8.1
NOT00001198,ALU00200,História,3º Bimestre,5.6
NOT00001199,ALU00200,Geografia,4º Bimestre,7.3
NOT00001200,ALU00200,Inglês,3º Bimestre,6.0
NOT00001201,ALU00201,Português,4º Bimestre,7.5
NOT00001202,ALU00201,Matemática,4º Bimestre,6.0
NOT00001203,ALU00201,Ciências,3º Bimestre,9.4
NOT00001204,ALU00201,História,3º Bimestre,9.0
NOT00001205,ALU00201,Geografia,1º Bimestre,6.3
NOT00001206,ALU00201,Inglês,2º Bimestre,7.5
NOT00001207,ALU00202,Português,1º Bimestre,9.3
NOT00001208,ALU00202,Matemática,3º Bimestre,6.2
NOT00001209,ALU00202,Ciências,2º Bimestre,8.3
NOT00001210,ALU00202,História,2º Bimestre,9.6
NOT00001211,ALU00202,Geografia,3º Bimestre,9.8
NOT00001212,ALU00202,Inglês,4º Bimestre,6.2
NOT00001213,ALU00203,Português,1º Bimestre,7.2
NOT00001214,ALU00203,Matemática,2º Bimestre,8.7
NOT00001215,ALU00203,Ciências,4º Bimestre,7.0
NOT00001216,ALU00203,História,2º Bimestre,7.4
NOT00001217,ALU00203,Geografia,1º Bimestre,9.5
NOT00001218,ALU00203,Inglês,3º Bimestre,7.1
NOT00001219,ALU00204,Português,4º Bimestre,9.0
NOT00001220,ALU00204,Matemática,3º Bimestre,8.7
NOT00001221,ALU00204,Ciências,2º Bimestre,7.9
NOT00001222,ALU00204,História,1º Bimestre,7.4
NOT00001223,ALU00204,Geografia,2º Bimestre,8.2
NOT00001224,ALU00204,Inglês,1º Bimestre,6.1
NOT00001225,ALU00205,Português,4º Bimestre,8.9
NOT00001226,ALU00205,Matemática,1º Bimestre,8.1
NOT00001227,ALU00205,Ciências,4º Bimestre,7.9
NOT00001228,ALU00205,História,3º Bimestre,5.7
NOT00001229,ALU00205,Geografia,3º Bimestre,8.8
NOT00001230,ALU00205,Inglês,4º Bimestre,5.8
NOT00001231,ALU00206,Português,4º Bimestre,7.4
NOT00001232,ALU00206,Matemática,4º Bimestre,8.8
NOT00001233,ALU00206,Ciências,3º Bimestre,9.7
NOT00001234,ALU00206,História,4º Bimestre,5.9
NOT00001235,ALU00206,Geografia,2º Bimestre,9.0
NOT00001236,ALU00206,Inglês,3º Bimestre,9.2
NOT00001237,ALU00207,Português,2º Bimestre,6.5
NOT00001238,ALU00207,Matemática,4º Bimestre,6.2
NOT00001239,ALU00207,Ciências,1º Bimestre,8.2
NOT00001240,ALU00207,História,1º Bimestre,6.1
NOT00001241,ALU00207,Geografia,1º Bimestre,7.9
NOT00001242,ALU00207,Inglês,1º Bimestre,6.1
NOT00001243,ALU00208,Português,2º Bimestre,8.4
NOT00001244,ALU00208,Matemática,4º Bimestre,7.6
NOT00001245,ALU00208,Ciências,2º Bimestre,9.4
NOT00001246,ALU00208,História,2º Bimestre,8.0
NOT00001247,ALU00208,Geografia,2º Bimestre,9.7
NOT00001248,ALU00208,Inglês,2º Bimestre,9.5
NOT00001249,ALU00209,Português,4º Bimestre,6.6
NOT00001250,ALU00209,Matemática,1º Bimestre,7.6
NOT00001251,ALU00209,Ciências,2º Bimestre,5.6
NOT00001252,ALU00209,História,3º Bimestre,8.3
NOT00001253,ALU00209,Geografia,3º Bimestre,7.8
NOT00001254,ALU00209,Inglês,1º Bimestre,8.0
NOT00001255,ALU00210,Português,1º Bimestre,8.6
NOT00001256,ALU00210,Matemática,2º Bimestre,6.5
NOT00001257,ALU00210,Ciências,4º Bimestre,8.3
NOT00001258,ALU00210,História,2º Bimestre,5.5
NOT00001259,ALU00210,Geografia,4º Bimestre,9.6
NOT00001260,ALU00210,Inglês,2º Bimestre,8.0
NOT00001261,ALU00211,Português,1º Bimestre,9.1
NOT00001262,ALU00211,Matemática,3º Bimestre,9.0
NOT00001263,ALU00211,Ciências,2º Bimestre,8.9
NOT00001264,ALU00211,História,2º Bimestre,6.1
NOT00001265,ALU00211,Geografia,4º Bimestre,8.4
NOT00001266,ALU00211,Inglês,3º Bimestre,7.1
NOT00001267,ALU00212,Português,2º Bimestre,8.5
NOT00001268,ALU00212,Matemática,1º Bimestre,6.9
NOT00001269,ALU00212,Ciências,2º Bimestre,8.0
NOT00001270,ALU00212,História,3º Bimestre,8.2
NOT00001271,ALU00212,Geografia,1º Bimestre,6.0
NOT00001272,ALU00212,Inglês,3º Bimestre,8.2
NOT00001273,ALU00213,Português,1º Bimestre,9.1
NOT00001274,ALU00213,Matemática,2º Bimestre,9.5
NOT00001275,ALU00213,Ciências,4º Bimestre,6.4
NOT00001276,ALU00213,História,1º Bimestre,8.1
NOT00001277,ALU00213,Geografia,3º Bimestre,9.2
NOT00001278,ALU00213,Inglês,4º Bimestre,9.1
NOT00001279,ALU00214,Português,3º Bimestre,6.0
NOT00001280,ALU00214,Matemática,4º Bimestre,5.8
NOT00001281,ALU00214,Ciências,1º Bimestre,6.8
NOT00001282,ALU00214,História,3º Bimestre,7.8
NOT00001283,ALU00214,Geografia,4º Bimestre,9.0
NOT00001284,ALU00214,Inglês,4º Bimestre,8.1
NOT00001285,ALU00215,Português,4º Bimestre,9.6
NOT00001286,ALU00215,Matemática,4º Bimestre,7.7
NOT00001287,ALU00215,Ciências,2º Bimestre,8.8
NOT00001288,ALU00215,História,2º Bimestre,7.9
NOT00001289,ALU00215,Geografia,1º Bimestre,6.8
NOT00001290,ALU00215,Inglês,3º Bimestre,6.3
NOT00001291,ALU00216,Português,2º Bimestre,7.2
NOT00001292,ALU00216,Matemática,1º Bimestre,9.7
NOT00001293,ALU00216,Ciências,4º Bimestre,5.6
NOT00001294,ALU00216,História,3º Bimestre,9.6
NOT00001295,ALU00216,Geografia,1º Bimestre,9.6
NOT00001296,ALU00216,Inglês,4º Bimestre,7.7
NOT00001297,ALU00217,Português,3º Bimestre,8.6
NOT00001298,ALU00217,Matemática,4º Bimestre,9.7
NOT00001299,ALU00217,Ciências,1º Bimestre,8.9
NOT00001300,ALU00217,História,1º Bimestre,7.6
NOT00001301,ALU00217,Geografia,2º Bimestre,9.8
NOT00001302,ALU00217,Inglês,3º Bimestre,5.5
NOT00001303,ALU00218,Português,1º Bimestre,6.6
NOT00001304,ALU00218,Matemática,1º Bimestre,6.3
NOT00001305,ALU00218,Ciências,2º Bimestre,8.1
NOT00001306,ALU00218,História,2º Bimestre,6.6
NOT00001307,ALU00218,Geografia,2º Bimestre,6.1
NOT00001308,ALU00218,Inglês,3º Bimestre,8.4
NOT00001309,ALU00219,Português,3º Bimestre,9.7
NOT00001310,ALU00219,Matemática,2º Bimestre,9.7
NOT00001311,ALU00219,Ciências,1º Bimestre,5.6
NOT00001312,ALU00219,História,2º Bimestre,9.0
NOT00001313,ALU00219,Geografia,3º Bimestre,8.2
NOT00001314,ALU00219,Inglês,1º Bimestre,8.0
NOT00001315,ALU00220,Português,4º Bimestre,7.2
NOT00001316,ALU00220,Matemática,2º Bimestre,6.0
NOT00001317,ALU00220,Ciências,3º Bimestre,6.0
NOT00001318,ALU00220,História,4º Bimestre,9.1
NOT00001319,ALU00220,Geografia,3º Bimestre,7.9
NOT00001320,ALU00220,Inglês,1º Bimestre,8.8
NOT00001321,ALU00221,Português,3º Bimestre,6.6
NOT00001322,ALU00221,Matemática,1º Bimestre,9.5
NOT00001323,ALU00221,Ciências,4º Bimestre,9.3
NOT00001324,ALU00221,História,4º Bimestre,7.9
NOT00001325,ALU00221,Geografia,3º Bimestre,8.1
NOT00001326,ALU00221,Inglês,1º Bimestre,8.6
NOT00001327,ALU00222,Português,2º Bimestre,8.8
NOT00001328,ALU00222,Matemática,1º Bimestre,9.2
NOT00001329,ALU00222,Ciências,4º Bimestre,7.1
NOT00001330,ALU00222,História,2º Bimestre,5.6
NOT00001331,ALU00222,Geografia,1º Bimestre,6.7
NOT00001332,ALU00222,Inglês,2º Bimestre,6.2
NOT00001333,ALU00223,Português,4º Bimestre,8.7
NOT00001334,ALU00223,Matemática,3º Bimestre,7.1
NOT00001335,ALU00223,Ciências,1º Bimestre,8.0
NOT00001336,ALU00223,História,1º Bimestre,6.1
NOT00001337,ALU00223,Geografia,1º Bimestre,7.7
NOT00001338,ALU00223,Inglês,4º Bimestre,6.3
NOT00001339,ALU00224,Português,2º Bimestre,8.8
NOT00001340,ALU00224,Matemática,2º Bimestre,5.8
NOT00001341,ALU00224,Ciências,3º Bimestre,9.3
NOT00001342,ALU00224,História,4º Bimestre,9.1
NOT00001343,ALU00224,Geografia,1º Bimestre,6.8
NOT00001344,ALU00224,Inglês,4º Bimestre,7.0
NOT00001345,ALU00225,Português,3º Bimestre,6.9
NOT00001346,ALU00225,Matemática,2º Bimestre,8.0
NOT00001347,ALU00225,Ciências,3º Bimestre,7.1
NOT00001348,ALU00225,História,1º Bimestre,9.0
NOT00001349,ALU00225,Geografia,4º Bimestre,6.8
NOT00001350,ALU00225,Inglês,2º Bimestre,8.3
NOT00001351,ALU00226,Português,2º Bimestre,6.0
NOT00001352,ALU00226,Matemática,2º Bimestre,8.4
NOT00001353,ALU00226,Ciências,3º Bimestre,6.8
NOT00001354,ALU00226,História,4º Bimestre,8.2
NOT00001355,ALU00226,Geografia,4º Bimestre,6.4
NOT00001356,ALU00226,Inglês,1º Bimestre,6.5
NOT00001357,ALU00227,Português,2º Bimestre,9.1
NOT00001358,ALU00227,Matemática,4º Bimestre,6.4
NOT00001359,ALU00227,Ciências,1º Bimestre,8.9
NOT00001360,ALU00227,História,3º Bimestre,7.7
NOT00001361,ALU00227,Geografia,1º Bimestre,9.3
NOT00001362,ALU00227,Inglês,2º Bimestre,8.2
NOT00001363,ALU00228,Português,3º Bimestre,8.5
NOT00001364,ALU00228,Matemática,2º Bimestre,7.0
NOT00001365,ALU00228,Ciências,1º Bimestre,6.1
NOT00001366,ALU00228,História,2º Bimestre,7.3
NOT00001367,ALU00228,Geografia,1º Bimestre,8.4
NOT00001368,ALU00228,Inglês,2º Bimestre,6.7
NOT00001369,ALU00229,Português,2º Bimestre,8.6
NOT00001370,ALU00229,Matemática,1º Bimestre,9.3
NOT00001371,ALU00229,Ciências,4º Bimestre,8.3
NOT00001372,ALU00229,História,3º Bimestre,6.9
NOT00001373,ALU00229,Geografia,1º Bimestre,9.6
NOT00001374,ALU00229,Inglês,3º Bimestre,5.9
NOT00001375,ALU00230,Português,2º Bimestre,9.4
NOT00001376,ALU00230,Matemática,2º Bimestre,6.9
NOT00001377,ALU00230,Ciências,1º Bimestre,9.1
NOT00001378,ALU00230,História,1º Bimestre,5.8
NOT00001379,ALU00230,Geografia,1º Bimestre,8.8
NOT00001380,ALU00230,Inglês,2º Bimestre,5.8
NOT00001381,ALU00231,Português,2º Bimestre,7.0
NOT00001382,ALU00231,Matemática,1º Bimestre,8.6
NOT00001383,ALU00231,Ciências,4º Bimestre,7.0
NOT00001384,ALU00231,História,2º Bimestre,7.3
NOT00001385,ALU00231,Geografia,2º Bimestre,6.4
NOT00001386,ALU00231,Inglês,3º Bimestre,7.7
NOT00001387,ALU00232,Português,4º Bimestre,8.3
NOT00001388,ALU00232,Matemática,2º Bimestre,8.8
NOT00001389,ALU00232,Ciências,4º Bimestre,8.1
NOT00001390,ALU00232,História,3º Bimestre,8.0
NOT00001391,ALU00232,Geografia,2º Bimestre,7.2
NOT00001392,ALU00232,Inglês,1º Bimestre,8.7
NOT00001393,ALU00233,Português,1º Bimestre,7.6
NOT00001394,ALU00233,Matemática,3º Bimestre,8.5
NOT00001395,ALU00233,Ciências,3º Bimestre,7.3
NOT00001396,ALU00233,História,4º Bimestre,8.8
NOT00001397,ALU00233,Geografia,3º Bimestre,5.8
NOT00001398,ALU00233,Inglês,3º Bimestre,7.7
NOT00001399,ALU00234,Português,4º Bimestre,7.0
NOT00001400,ALU00234,Matemática,1º Bimestre,9.2
NOT00001401,ALU00234,Ciências,3º Bimestre,6.3
NOT00001402,ALU00234,História,3º Bimestre,7.3
NOT00001403,ALU00234,Geografia,3º Bimestre,7.3
NOT00001404,ALU00234,Inglês,2º Bimestre,9.5
NOT00001405,ALU00235,Português,3º Bimestre,5.8
NOT00001406,ALU00235,Matemática,3º Bimestre,9.7
NOT00001407,ALU00235,Ciências,2º Bimestre,9.0
NOT00001408,ALU00235,História,4º Bimestre,5.7
NOT00001409,ALU00235,Geografia,2º Bimestre,7.6
NOT00001410,ALU00235,Inglês,1º Bimestre,8.4
NOT00001411,ALU00236,Português,4º Bimestre,8.4
NOT00001412,ALU00236,Matemática,4º Bimestre,7.3
NOT00001413,ALU00236,Ciências,3º Bimestre,6.1
NOT00001414,ALU00236,História,1º Bimestre,5.6
NOT00001415,ALU00236,Geografia,2º Bimestre,9.8
NOT00001416,ALU00236,Inglês,1º Bimestre,7.0
NOT00001417,ALU00237,Português,4º Bimestre,6.6
NOT00001418,ALU00237,Matemática,2º Bimestre,7.2
NOT00001419,ALU00237,Ciências,1º Bimestre,6.8
NOT00001420,ALU00237,História,1º Bimestre,6.6
NOT00001421,ALU00237,Geografia,3º Bimestre,7.2
NOT00001422,ALU00237,Inglês,2º Bimestre,5.8
NOT00001423,ALU00238,Português,3º Bimestre,7.5
NOT00001424,ALU00238,Matemática,2º Bimestre,9.7
NOT00001425,ALU00238,Ciências,2º Bimestre,8.4
NOT00001426,ALU00238,História,1º Bimestre,8.3
NOT00001427,ALU00238,Geografia,3º Bimestre,8.6
NOT00001428,ALU00238,Inglês,4º Bimestre,8.9
NOT00001429,ALU00239,Português,4º Bimestre,7.3
NOT00001430,ALU00239,Matemática,1º Bimestre,6.5
NOT00001431,ALU00239,Ciências,4º Bimestre,7.3
NOT00001432,ALU00239,História,2º Bimestre,9.8
NOT00001433,ALU00239,Geografia,3º Bimestre,6.8
NOT00001434,ALU00239,Inglês,2º Bimestre,9.7
NOT00001435,ALU00240,Português,2º Bimestre,8.7
NOT00001436,ALU00240,Matemática,3º Bimestre,6.9
NOT00001437,ALU00240,Ciências,2º Bimestre,6.6
NOT00001438,ALU00240,História,1º Bimestre,9.4
NOT00001439,ALU00240,Geografia,4º Bimestre,8.9
NOT00001440,ALU00240,Inglês,2º Bimestre,7.8
NOT00001441,ALU00241,Português,2º Bimestre,8.9
NOT00001442,ALU00241,Matemática,3º Bimestre,5.9
NOT00001443,ALU00241,Ciências,4º Bimestre,5.7
NOT00001444,ALU00241,História,1º Bimestre,6.3
NOT00001445,ALU00241,Geografia,1º Bimestre,8.4
NOT00001446,ALU00241,Inglês,1º Bimestre,8.4
NOT00001447,ALU00242,Português,4º Bimestre,7.6
NOT00001448,ALU00242,Matemática,2º Bimestre,7.4
NOT00001449,ALU00242,Ciências,4º Bimestre,5.9
NOT00001450,ALU00242,História,3º Bimestre,7.6
NOT00001451,ALU00242,Geografia,4º Bimestre,6.0
NOT00001452,ALU00242,Inglês,2º Bimestre,9.8
NOT00001453,ALU00243,Português,4º Bimestre,6.1
NOT00001454,ALU00243,Matemática,2º Bimestre,8.0
NOT00001455,ALU00243,Ciências,2º Bimestre,6.2
NOT00001456,ALU00243,História,4º Bimestre,7.0
NOT00001457,ALU00243,Geografia,1º Bimestre,6.6
NOT00001458,ALU00243,Inglês,2º Bimestre,8.1
NOT00001459,ALU00244,Português,1º Bimestre,9.7
NOT00001460,ALU00244,Matemática,4º Bimestre,8.0
NOT00001461,ALU00244,Ciências,3º Bimestre,6.4
NOT00001462,ALU00244,História,4º Bimestre,8.7
NOT00001463,ALU00244,Geografia,3º Bimestre,8.2
NOT00001464,ALU00244,Inglês,2º Bimestre,8.0
NOT00001465,ALU00245,Português,2º Bimestre,8.7
NOT00001466,ALU00245,Matemática,1º Bimestre,9.0
NOT00001467,ALU00245,Ciências,1º Bimestre,9.8
NOT00001468,ALU00245,História,2º Bimestre,6.2
NOT00001469,ALU00245,Geografia,1º Bimestre,9.7
NOT00001470,ALU00245,Inglês,4º Bimestre,8.9
NOT00001471,ALU00246,Português,2º Bimestre,8.7
NOT00001472,ALU00246,Matemática,1º Bimestre,8.8
NOT00001473,ALU00246,Ciências,1º Bimestre,7.6
NOT00001474,ALU00246,História,2º Bimestre,6.8
NOT00001475,ALU00246,Geografia,1º Bimestre,8.8
NOT00001476,ALU00246,Inglês,4º Bimestre,8.7
NOT00001477,ALU00247,Português,1º Bimestre,8.8
NOT00001478,ALU00247,Matemática,3º Bimestre,8.3
NOT00001479,ALU00247,Ciências,1º Bimestre,9.6
NOT00001480,ALU00247,História,2º Bimestre,7.8
NOT00001481,ALU00247,Geografia,3º Bimestre,9.0
NOT00001482,ALU00247,Inglês,1º Bimestre,8.3
NOT00001483,ALU00248,Português,1º Bimestre,9.2
NOT00001484,ALU00248,Matemática,3º Bimestre,6.5
NOT00001485,ALU00248,Ciências,1º Bimestre,9.4
NOT00001486,ALU00248,História,4º Bimestre,7.4
NOT00001487,ALU00248,Geografia,1º Bimestre,7.8
NOT00001488,ALU00248,Inglês,4º Bimestre,8.8
NOT00001489,ALU00249,Português,1º Bimestre,8.2
NOT00001490,ALU00249,Matemática,1º Bimestre,6.2
NOT00001491,ALU00249,Ciências,1º Bimestre,9.2
NOT00001492,ALU00249,História,3º Bimestre,7.4
NOT00001493,ALU00249,Geografia,4º Bimestre,8.7
NOT00001494,ALU00249,Inglês,2º Bimestre,8.1
NOT00001495,ALU00250,Português,4º Bimestre,5.7
NOT00001496,ALU00250,Matemática,2º Bimestre,8.2
NOT00001497,ALU00250,Ciências,1º Bimestre,6.8
NOT00001498,ALU00250,História,1º Bimestre,8.9
NOT00001499,ALU00250,Geografia,3º Bimestre,6.3
NOT00001500,ALU00250,Inglês,3º Bimestre,7.0
NOT00001501,ALU00251,Português,3º Bimestre,7.0
NOT00001502,ALU00251,Matemática,1º Bimestre,6.3
NOT00001503,ALU00251,Ciências,4º Bimestre,7.6
NOT00001504,ALU00251,História,3º Bimestre,8.4
NOT00001505,ALU00251,Geografia,2º Bimestre,6.9
NOT00001506,ALU00251,Inglês,1º Bimestre,6.8
NOT00001507,ALU00252,Português,1º Bimestre,5.9
NOT00001508,ALU00252,Matemática,3º Bimestre,9.0
NOT00001509,ALU00252,Ciências,1º Bimestre,8.6
NOT00001510,ALU00252,História,4º Bimestre,6.5
NOT00001511,ALU00252,Geografia,3º Bimestre,6.5
NOT00001512,ALU00252,Inglês,3º Bimestre,9.4
NOT00001513,ALU00253,Português,2º Bimestre,7.5
NOT00001514,ALU00253,Matemática,3º Bimestre,8.3
NOT00001515,ALU00253,Ciências,1º Bimestre,8.4
NOT00001516,ALU00253,História,4º Bimestre,6.5
NOT00001517,ALU00253,Geografia,4º Bimestre,8.4
NOT00001518,ALU00253,Inglês,1º Bimestre,6.1
NOT00001519,ALU00254,Português,1º Bimestre,7.8
NOT00001520,ALU00254,Matemática,4º Bimestre,6.4
NOT00001521,ALU00254,Ciências,2º Bimestre,9.1
NOT00001522,ALU00254,História,2º Bimestre,9.5
NOT00001523,ALU00254,Geografia,4º Bimestre,9.1
NOT00001524,ALU00254,Inglês,2º Bimestre,9.7
NOT00001525,ALU00255,Português,1º Bimestre,6.6
NOT00001526,ALU00255,Matemática,1º Bimestre,7.2
NOT00001527,ALU00255,Ciências,2º Bimestre,9.3
NOT00001528,ALU00255,História,4º Bimestre,7.6
NOT00001529,ALU00255,Geografia,1º Bimestre,8.2
NOT00001530,ALU00255,Inglês,2º Bimestre,6.0
NOT00001531,ALU00256,Português,3º Bimestre,7.4
NOT00001532,ALU00256,Matemática,3º Bimestre,7.3
NOT00001533,ALU00256,Ciências,2º Bimestre,6.8
NOT00001534,ALU00256,História,1º Bimestre,8.2
NOT00001535,ALU00256,Geografia,1º Bimestre,8.3
NOT00001536,ALU00256,Inglês,2º Bimestre,9.6
NOT00001537,ALU00257,Português,2º Bimestre,5.5
NOT00001538,ALU00257,Matemática,1º Bimestre,6.4
NOT00001539,ALU00257,Ciências,3º Bimestre,6.8
NOT00001540,ALU00257,História,2º Bimestre,7.2
NOT00001541,ALU00257,Geografia,4º Bimestre,7.1
NOT00001542,ALU00257,Inglês,1º Bimestre,6.1
NOT00001543,ALU00258,Português,1º Bimestre,8.7
NOT00001544,ALU00258,Matemática,1º Bimestre,6.0
NOT00001545,ALU00258,Ciências,3º Bimestre,8.7
NOT00001546,ALU00258,História,2º Bimestre,6.0
NOT00001547,ALU00258,Geografia,1º Bimestre,9.6
NOT00001548,ALU00258,Inglês,3º Bimestre,9.2
NOT00001549,ALU00259,Português,1º Bimestre,6.2
NOT00001550,ALU00259,Matemática,4º Bimestre,8.0
NOT00001551,ALU00259,Ciências,2º Bimestre,8.4
NOT00001552,ALU00259,História,2º Bimestre,7.5
NOT00001553,ALU00259,Geografia,3º Bimestre,9.5
NOT00001554,ALU00259,Inglês,3º Bimestre,8.9
NOT00001555,ALU00260,Português,4º Bimestre,8.8
NOT00001556,ALU00260,Matemática,1º Bimestre,6.0
NOT00001557,ALU00260,Ciências,3º Bimestre,9.7
NOT00001558,ALU00260,História,3º Bimestre,8.6
NOT00001559,ALU00260,Geografia,4º Bimestre,8.8
NOT00001560,ALU00260,Inglês,4º Bimestre,8.1
NOT00001561,ALU00261,Português,2º Bimestre,9.4
NOT00001562,ALU00261,Matemática,3º Bimestre,7.1
NOT00001563,ALU00261,Ciências,4º Bimestre,6.1
