id_frequencia,id_aluno,competencia,percentual_frequencia
FREQ00001892,ALU00158,2026-08-01,96.24
FREQ00001893,ALU00158,2026-09-01,88.64
FREQ00001894,ALU00158,2026-10-01,93.71
FREQ00001895,ALU00158,2026-11-01,87.05
FREQ00001896,ALU00158,2026-12-01,94.69
FREQ00001897,ALU00159,2026-01-01,91.67
FREQ00001898,ALU00159,2026-02-01,88.25
FREQ00001899,ALU00159,2026-03-01,87.08
FREQ00001900,ALU00159,2026-04-01,94.36
FREQ00001901,ALU00159,2026-05-01,96.44
FREQ00001902,ALU00159,2026-06-01,98.75
FREQ00001903,ALU00159,2026-07-01,96.74
FREQ00001904,ALU00159,2026-08-01,92.57
FREQ00001905,ALU00159,2026-09-01,94.89
FREQ00001906,ALU00159,2026-10-01,96.95
FREQ00001907,ALU00159,2026-11-01,90.97
FREQ00001908,ALU00159,2026-12-01,97.36
FREQ00001909,ALU00160,2026-01-01,97.65
FREQ00001910,ALU00160,2026-02-01,93.11
FREQ00001911,ALU00160,2026-03-01,91.83
FREQ00001912,ALU00160,2026-04-01,97.17
FREQ00001913,ALU00160,2026-05-01,94.22
FREQ00001914,ALU00160,2026-06-01,95.52
FREQ00001915,ALU00160,2026-07-01,89.73
FREQ00001916,ALU00160,2026-08-01,87.85
FREQ00001917,ALU00160,2026-09-01,91.94
FREQ00001918,ALU00160,2026-10-01,88.52
FREQ00001919,ALU00160,2026-11-01,97.42
FREQ00001920,ALU00160,2026-12-01,93.25
FREQ00001921,ALU00161,2026-01-01,97.12
FREQ00001922,ALU00161,2026-02-01,92.55
FREQ00001923,ALU00161,2026-03-01,88.9
FREQ00001924,ALU00161,2026-04-01,91.45
FREQ00001925,ALU00161,2026-05-01,90.26
FREQ00001926,ALU00161,2026-06-01,95.27
FREQ00001927,ALU00161,2026-07-01,88.6
FREQ00001928,ALU00161,2026-08-01,91.66
FREQ00001929,ALU00161,2026-09-01,96.25
FREQ00001930,ALU00161,2026-10-01,93.89
FREQ00001931,ALU00161,2026-11-01,87.39
FREQ00001932,ALU00161,2026-12-01,90.7
FREQ00001933,ALU00162,2026-01-01,96.63
FREQ00001934,ALU00162,2026-02-01,88.88
FREQ00001935,ALU00162,2026-03-01,92.82
FREQ00001936,ALU00162,2026-04-01,91.23
FREQ00001937,ALU00162,2026-05-01,95.02
FREQ00001938,ALU00162,2026-06-01,96.76
FREQ00001939,ALU00162,2026-07-01,92.37
FREQ00001940,ALU00162,2026-08-01,91.78
FREQ00001941,ALU00162,2026-09-01,95.94
FREQ00001942,ALU00162,2026-10-01,96.84
FREQ00001943,ALU00162,2026-11-01,91.02
FREQ00001944,ALU00162,2026-12-01,98.59
FREQ00001945,ALU00163,2026-01-01,96.19
FREQ00001946,ALU00163,2026-02-01,94.45
FREQ00001947,ALU00163,2026-03-01,93.52
FREQ00001948,ALU00163,2026-04-01,95.56
FREQ00001949,ALU00163,2026-05-01,92.13
FREQ00001950,ALU00163,2026-06-01,96.9
FREQ00001951,ALU00163,2026-07-01,90.22
FREQ00001952,ALU00163,2026-08-01,98.78
FREQ00001953,ALU00163,2026-09-01,91.6
FREQ00001954,ALU00163,2026-10-01,94.69
FREQ00001955,ALU00163,2026-11-01,90.42
FREQ00001956,ALU00163,2026-12-01,92.47
FREQ00001957,ALU00164,2026-01-01,91.2
FREQ00001958,ALU00164,2026-02-01,96.98
FREQ00001959,ALU00164,2026-03-01,93.91
FREQ00001960,ALU00164,2026-04-01,88.71
FREQ00001961,ALU00164,2026-05-01,96.08
FREQ00001962,ALU00164,2026-06-01,95.6
FREQ00001963,ALU00164,2026-07-01,95.08
FREQ00001964,ALU00164,2026-08-01,92.78
FREQ00001965,ALU00164,2026-09-01,94.36
FREQ00001966,ALU00164,2026-10-01,92.98
FREQ00001967,ALU00164,2026-11-01,91.72
FREQ00001968,ALU00164,2026-12-01,93.32
FREQ00001969,ALU00165,2026-01-01,93.08
FREQ00001970,ALU00165,2026-02-01,91.26
FREQ00001971,ALU00165,2026-03-01,93.5
FREQ00001972,ALU00165,2026-04-01,91.64
FREQ00001973,ALU00165,2026-05-01,91.71
FREQ00001974,ALU00165,2026-06-01,96.32
FREQ00001975,ALU00165,2026-07-01,96.23
FREQ00001976,ALU00165,2026-08-01,96.07
FREQ00001977,ALU00165,2026-09-01,96.38
FREQ00001978,ALU00165,2026-10-01,87.54
FREQ00001979,ALU00165,2026-11-01,95.78
FREQ00001980,ALU00165,2026-12-01,92.25
FREQ00001981,ALU00166,2026-01-01,96.14
FREQ00001982,ALU00166,2026-02-01,91.4
FREQ00001983,ALU00166,2026-03-01,96.02
FREQ00001984,ALU00166,2026-04-01,88.2
FREQ00001985,ALU00166,2026-05-01,95.98
FREQ00001986,ALU00166,2026-06-01,89.87
FREQ00001987,ALU00166,2026-07-01,93.37
FREQ00001988,ALU00166,2026-08-01,89.62
FREQ00001989,ALU00166,2026-09-01,92.02
FREQ00001990,ALU00166,2026-10-01,93.48
FREQ00001991,ALU00166,2026-11-01,97.12
FREQ00001992,ALU00166,2026-12-01,92.85
FREQ00001993,ALU00167,2026-01-01,90.3
FREQ00001994,ALU00167,2026-02-01,92.48
FREQ00001995,ALU00167,2026-03-01,90.18
FREQ00001996,ALU00167,2026-04-01,93.56
FREQ00001997,ALU00167,2026-05-01,92.91
FREQ00001998,ALU00167,2026-06-01,91.24
FREQ00001999,ALU00167,2026-07-01,90.94
FREQ00002000,ALU00167,2026-08-01,88.74
FREQ00002001,ALU00167,2026-09-01,89.36
FREQ00002002,ALU00167,2026-10-01,95.25
FREQ00002003,ALU00167,2026-11-01,90.58
FREQ00002004,ALU00167,2026-12-01,88.16
FREQ00002005,ALU00168,2026-01-01,95.76
FREQ00002006,ALU00168,2026-02-01,89.52
FREQ00002007,ALU00168,2026-03-01,89.66
FREQ00002008,ALU00168,2026-04-01,93.52
FREQ00002009,ALU00168,2026-05-01,98.29
FREQ00002010,ALU00168,2026-06-01,91.47
FREQ00002011,ALU00168,2026-07-01,93.37
FREQ00002012,ALU00168,2026-08-01,91.89
FREQ00002013,ALU00168,2026-09-01,89.08
FREQ00002014,ALU00168,2026-10-01,98.24
FREQ00002015,ALU00168,2026-11-01,87.79
FREQ00002016,ALU00168,2026-12-01,89.22
FREQ00002017,ALU00169,2026-01-01,87.06
FREQ00002018,ALU00169,2026-02-01,90.22
FREQ00002019,ALU00169,2026-03-01,98.3
FREQ00002020,ALU00169,2026-04-01,94.95
FREQ00002021,ALU00169,2026-05-01,87.05
FREQ00002022,ALU00169,2026-06-01,92.23
FREQ00002023,ALU00169,2026-07-01,90.22
FREQ00002024,ALU00169,2026-08-01,94.79
FREQ00002025,ALU00169,2026-09-01,96.54
FREQ00002026,ALU00169,2026-10-01,98.9
FREQ00002027,ALU00169,2026-11-01,96.16
FREQ00002028,ALU00169,2026-12-01,91.86
FREQ00002029,ALU00170,2026-01-01,93.87
FREQ00002030,ALU00170,2026-02-01,88.46
FREQ00002031,ALU00170,2026-03-01,87.74
FREQ00002032,ALU00170,2026-04-01,88.67
FREQ00002033,ALU00170,2026-05-01,88.15
FREQ00002034,ALU00170,2026-06-01,98.41
FREQ00002035,ALU00170,2026-07-01,95.32
FREQ00002036,ALU00170,2026-08-01,93.57
FREQ00002037,ALU00170,2026-09-01,91.88
FREQ00002038,ALU00170,2026-10-01,90.25
FREQ00002039,ALU00170,2026-11-01,92.48
FREQ00002040,ALU00170,2026-12-01,97.58
FREQ00002041,ALU00171,2026-01-01,95.85
FREQ00002042,ALU00171,2026-02-01,93.93
FREQ00002043,ALU00171,2026-03-01,91.15
FREQ00002044,ALU00171,2026-04-01,90.79
FREQ00002045,ALU00171,2026-05-01,98.59
FREQ00002046,ALU00171,2026-06-01,96.49
FREQ00002047,ALU00171,2026-07-01,93.2
FREQ00002048,ALU00171,2026-08-01,90.49
FREQ00002049,ALU00171,2026-09-01,96.65
FREQ00002050,ALU00171,2026-10-01,91.15
FREQ00002051,ALU00171,2026-11-01,92.41
FREQ00002052,ALU00171,2026-12-01,97.27
FREQ00002053,ALU00172,2026-01-01,94.37
FREQ00002054,ALU00172,2026-02-01,97.39
FREQ00002055,ALU00172,2026-03-01,96.15
FREQ00002056,ALU00172,2026-04-01,96.1
FREQ00002057,ALU00172,2026-05-01,92.79
FREQ00002058,ALU00172,2026-06-01,96.01
FREQ00002059,ALU00172,2026-07-01,97.34
FREQ00002060,ALU00172,2026-08-01,95.32
FREQ00002061,ALU00172,2026-09-01,90.81
FREQ00002062,ALU00172,2026-10-01,90.76
FREQ00002063,ALU00172,2026-11-01,95.34
FREQ00002064,ALU00172,2026-12-01,88.56
FREQ00002065,ALU00173,2026-01-01,93.97
FREQ00002066,ALU00173,2026-02-01,97.72
FREQ00002067,ALU00173,2026-03-01,89.7
FREQ00002068,ALU00173,2026-04-01,94.4
FREQ00002069,ALU00173,2026-05-01,92.19
FREQ00002070,ALU00173,2026-06-01,95.05
FREQ00002071,ALU00173,2026-07-01,90.17
FREQ00002072,ALU00173,2026-08-01,93.72
FREQ00002073,ALU00173,2026-09-01,88.75
FREQ00002074,ALU00173,2026-10-01,88.02
FREQ00002075,ALU00173,2026-11-01,96.39
FREQ00002076,ALU00173,2026-12-01,98.88
FREQ00002077,ALU00174,2026-01-01,88.51
FREQ00002078,ALU00174,2026-02-01,88.69
FREQ00002079,ALU00174,2026-03-01,90.36
FREQ00002080,ALU00174,2026-04-01,90.34
FREQ00002081,ALU00174,2026-05-01,97.23
FREQ00002082,ALU00174,2026-06-01,90.86
FREQ00002083,ALU00174,2026-07-01,87.96
FREQ00002084,ALU00174,2026-08-01,98.01
FREQ00002085,ALU00174,2026-09-01,93.18
FREQ00002086,ALU00174,2026-10-01,87.04
FREQ00002087,ALU00174,2026-11-01,95.25
FREQ00002088,ALU00174,2026-12-01,88.0
FREQ00002089,ALU00175,2026-01-01,97.31
FREQ00002090,ALU00175,2026-02-01,89.81
FREQ00002091,ALU00175,2026-03-01,98.85
FREQ00002092,ALU00175,2026-04-01,87.54
FREQ00002093,ALU00175,2026-05-01,87.47
FREQ00002094,ALU00175,2026-06-01,92.35
FREQ00002095,ALU00175,2026-07-01,96.02
FREQ00002096,ALU00175,2026-08-01,97.01
FREQ00002097,ALU00175,2026-09-01,90.16
FREQ00002098,ALU00175,2026-10-01,90.52
FREQ00002099,ALU00175,2026-11-01,97.52
FREQ00002100,ALU00175,2026-12-01,98.6
FREQ00002101,ALU00176,2026-01-01,94.42
FREQ00002102,ALU00176,2026-02-01,88.23
FREQ00002103,ALU00176,2026-03-01,93.58
FREQ00002104,ALU00176,2026-04-01,94.41
FREQ00002105,ALU00176,2026-05-01,94.43
FREQ00002106,ALU00176,2026-06-01,90.45
FREQ00002107,ALU00176,2026-07-01,87.79
FREQ00002108,ALU00176,2026-08-01,94.45
FREQ00002109,ALU00176,2026-09-01,95.23
FREQ00002110,ALU00176,2026-10-01,91.62
FREQ00002111,ALU00176,2026-11-01,98.46
FREQ00002112,ALU00176,2026-12-01,88.5
FREQ00002113,ALU00177,2026-01-01,87.17
FREQ00002114,ALU00177,2026-02-01,91.58
FREQ00002115,ALU00177,2026-03-01,92.24
FREQ00002116,ALU00177,2026-04-01,91.22
FREQ00002117,ALU00177,2026-05-01,88.18
FREQ00002118,ALU00177,2026-06-01,92.23
FREQ00002119,ALU00177,2026-07-01,96.74
FREQ00002120,ALU00177,2026-08-01,92.85
FREQ00002121,ALU00177,2026-09-01,89.27
FREQ00002122,ALU00177,2026-10-01,87.71
FREQ00002123,ALU00177,2026-11-01,88.65
FREQ00002124,ALU00177,2026-12-01,98.84
FREQ00002125,ALU00178,2026-01-01,87.47
FREQ00002126,ALU00178,2026-02-01,92.79
FREQ00002127,ALU00178,2026-03-01,95.57
FREQ00002128,ALU00178,2026-04-01,87.66
FREQ00002129,ALU00178,2026-05-01,88.76
FREQ00002130,ALU00178,2026-06-01,87.7
FREQ00002131,ALU00178,2026-07-01,90.87
FREQ00002132,ALU00178,2026-08-01,91.96
FREQ00002133,ALU00178,2026-09-01,87.52
FREQ00002134,ALU00178,2026-10-01,94.37
FREQ00002135,ALU00178,2026-11-01,94.83
FREQ00002136,ALU00178,2026-12-01,98.63
FREQ00002137,ALU00179,2026-01-01,91.17
FREQ00002138,ALU00179,2026-02-01,95.99
FREQ00002139,ALU00179,2026-03-01,95.72
FREQ00002140,ALU00179,2026-04-01,95.41
FREQ00002141,ALU00179,2026-05-01,88.79
FREQ00002142,ALU00179,2026-06-01,95.7
FREQ00002143,ALU00179,2026-07-01,92.07
FREQ00002144,ALU00179,2026-08-01,87.98
FREQ00002145,ALU00179,2026-09-01,88.02
FREQ00002146,ALU00179,2026-10-01,98.88
FREQ00002147,ALU00179,2026-11-01,92.34
FREQ00002148,ALU00179,2026-12-01,93.52
FREQ00002149,ALU00180,2026-01-01,93.87
FREQ00002150,ALU00180,2026-02-01,93.68
FREQ00002151,ALU00180,2026-03-01,91.32
FREQ00002152,ALU00180,2026-04-01,97.0
FREQ00002153,ALU00180,2026-05-01,87.2
FREQ00002154,ALU00180,2026-06-01,90.11
FREQ00002155,ALU00180,2026-07-01,97.05
FREQ00002156,ALU00180,2026-08-01,91.54
FREQ00002157,ALU00180,2026-09-01,88.32
FREQ00002158,ALU00180,2026-10-01,87.35
FREQ00002159,ALU00180,2026-11-01,96.73
FREQ00002160,ALU00180,2026-12-01,90.8
FREQ00002161,ALU00181,2026-01-01,98.01
FREQ00002162,ALU00181,2026-02-01,91.32
FREQ00002163,ALU00181,2026-03-01,97.69
FREQ00002164,ALU00181,2026-04-01,97.71
FREQ00002165,ALU00181,2026-05-01,93.17
FREQ00002166,ALU00181,2026-06-01,94.52
FREQ00002167,ALU00181,2026-07-01,88.69
FREQ00002168,ALU00181,2026-08-01,90.88
FREQ00002169,ALU00181,2026-09-01,88.51
FREQ00002170,ALU00181,2026-10-01,87.94
FREQ00002171,ALU00181,2026-11-01,93.86
FREQ00002172,ALU00181,2026-12-01,94.68
FREQ00002173,ALU00182,2026-01-01,99.0
FREQ00002174,ALU00182,2026-02-01,90.06
FREQ00002175,ALU00182,2026-03-01,87.75
FREQ00002176,ALU00182,2026-04-01,91.77
FREQ00002177,ALU00182,2026-05-01,92.75
FREQ00002178,ALU00182,2026-06-01,96.14
FREQ00002179,ALU00182,2026-07-01,95.79
FREQ00002180,ALU00182,2026-08-01,94.52
FREQ00002181,ALU00182,2026-09-01,91.42
FREQ00002182,ALU00182,2026-10-01,96.95
FREQ00002183,ALU00182,2026-11-01,94.9
FREQ00002184,ALU00182,2026-12-01,95.15
FREQ00002185,ALU00183,2026-01-01,94.56
FREQ00002186,ALU00183,2026-02-01,96.44
FREQ00002187,ALU00183,2026-03-01,94.34
FREQ00002188,ALU00183,2026-04-01,98.2
FREQ00002189,ALU00183,2026-05-01,90.09
FREQ00002190,ALU00183,2026-06-01,97.65
FREQ00002191,ALU00183,2026-07-01,87.37
FREQ00002192,ALU00183,2026-08-01,89.31
FREQ00002193,ALU00183,2026-09-01,97.18
FREQ00002194,ALU00183,2026-10-01,88.16
FREQ00002195,ALU00183,2026-11-01,90.98
FREQ00002196,ALU00183,2026-12-01,96.06
FREQ00002197,ALU00184,2026-01-01,89.05
FREQ00002198,ALU00184,2026-02-01,98.86
FREQ00002199,ALU00184,2026-03-01,89.26
FREQ00002200,ALU00184,2026-04-01,89.2
FREQ00002201,ALU00184,2026-05-01,97.21
FREQ00002202,ALU00184,2026-06-01,87.5
FREQ00002203,ALU00184,2026-07-01,92.67
FREQ00002204,ALU00184,2026-08-01,91.34
FREQ00002205,ALU00184,2026-09-01,90.45
FREQ00002206,ALU00184,2026-10-01,89.4
FREQ00002207,ALU00184,2026-11-01,96.23
FREQ00002208,ALU00184,2026-12-01,96.72
FREQ00002209,ALU00185,2026-01-01,92.46
FREQ00002210,ALU00185,2026-02-01,90.66
FREQ00002211,ALU00185,2026-03-01,96.14
FREQ00002212,ALU00185,2026-04-01,90.06
FREQ00002213,ALU00185,2026-05-01,88.37
FREQ00002214,ALU00185,2026-06-01,93.98
FREQ00002215,ALU00185,2026-07-01,88.31
FREQ00002216,ALU00185,2026-08-01,91.15
FREQ00002217,ALU00185,2026-09-01,98.48
FREQ00002218,ALU00185,2026-10-01,95.65
FREQ00002219,ALU00185,2026-11-01,91.97
FREQ00002220,ALU00185,2026-12-01,96.47
FREQ00002221,ALU00186,2026-01-01,88.03
FREQ00002222,ALU00186,2026-02-01,95.18
FREQ00002223,ALU00186,2026-03-01,96.42
FREQ00002224,ALU00186,2026-04-01,92.82
FREQ00002225,ALU00186,2026-05-01,95.93
FREQ00002226,ALU00186,2026-06-01,88.58
FREQ00002227,ALU00186,2026-07-01,91.96
FREQ00002228,ALU00186,2026-08-01,95.19
FREQ00002229,ALU00186,2026-09-01,95.27
FREQ00002230,ALU00186,2026-10-01,91.58
FREQ00002231,ALU00186,2026-11-01,93.97
FREQ00002232,ALU00186,2026-12-01,87.94
FREQ00002233,ALU00187,2026-01-01,93.23
FREQ00002234,ALU00187,2026-02-01,95.2
FREQ00002235,ALU00187,2026-03-01,98.69
FREQ00002236,ALU00187,2026-04-01,91.55
FREQ00002237,ALU00187,2026-05-01,89.36
FREQ00002238,ALU00187,2026-06-01,92.38
FREQ00002239,ALU00187,2026-07-01,91.51
FREQ00002240,ALU00187,2026-08-01,97.17
FREQ00002241,ALU00187,2026-09-01,96.78
FREQ00002242,ALU00187,2026-10-01,98.4
FREQ00002243,ALU00187,2026-11-01,97.48
FREQ00002244,ALU00187,2026-12-01,95.99
FREQ00002245,ALU00188,2026-01-01,90.97
FREQ00002246,ALU00188,2026-02-01,88.3
FREQ00002247,ALU00188,2026-03-01,90.22
FREQ00002248,ALU00188,2026-04-01,94.38
FREQ00002249,ALU00188,2026-05-01,98.75
FREQ00002250,ALU00188,2026-06-01,88.68
FREQ00002251,ALU00188,2026-07-01,97.94
FREQ00002252,ALU00188,2026-08-01,95.37
FREQ00002253,ALU00188,2026-09-01,89.98
FREQ00002254,ALU00188,2026-10-01,93.92
FREQ00002255,ALU00188,2026-11-01,92.21
FREQ00002256,ALU00188,2026-12-01,91.15
FREQ00002257,ALU00189,2026-01-01,97.19
FREQ00002258,ALU00189,2026-02-01,94.53
FREQ00002259,ALU00189,2026-03-01,93.91
FREQ00002260,ALU00189,2026-04-01,95.46
FREQ00002261,ALU00189,2026-05-01,96.25
FREQ00002262,ALU00189,2026-06-01,87.74
FREQ00002263,ALU00189,2026-07-01,92.82
FREQ00002264,ALU00189,2026-08-01,98.28
FREQ00002265,ALU00189,2026-09-01,96.68
FREQ00002266,ALU00189,2026-10-01,95.3
FREQ00002267,ALU00189,2026-11-01,95.88
FREQ00002268,ALU00189,2026-12-01,96.36
FREQ00002269,ALU00190,2026-01-01,96.58
FREQ00002270,ALU00190,2026-02-01,90.99
FREQ00002271,ALU00190,2026-03-01,91.71
FREQ00002272,ALU00190,2026-04-01,94.24
FREQ00002273,ALU00190,2026-05-01,88.39
FREQ00002274,ALU00190,2026-06-01,97.48
FREQ00002275,ALU00190,2026-07-01,88.87
FREQ00002276,ALU00190,2026-08-01,89.27
FREQ00002277,ALU00190,2026-09-01,98.11
FREQ00002278,ALU00190,2026-10-01,92.93
FREQ00002279,ALU00190,2026-11-01,88.99
FREQ00002280,ALU00190,2026-12-01,92.29
FREQ00002281,ALU00191,2026-01-01,89.86
FREQ00002282,ALU00191,2026-02-01,98.47
FREQ00002283,ALU00191,2026-03-01,98.29
FREQ00002284,ALU00191,2026-04-01,87.79
FREQ00002285,ALU00191,2026-05-01,87.13
FREQ00002286,ALU00191,2026-06-01,96.79
FREQ00002287,ALU00191,2026-07-01,92.62
FREQ00002288,ALU00191,2026-08-01,94.39
FREQ00002289,ALU00191,2026-09-01,95.71
FREQ00002290,ALU00191,2026-10-01,93.4
FREQ00002291,ALU00191,2026-11-01,96.84
FREQ00002292,ALU00191,2026-12-01,88.05
FREQ00002293,ALU00192,2026-01-01,93.75
FREQ00002294,ALU00192,2026-02-01,93.12
FREQ00002295,ALU00192,2026-03-01,94.37
FREQ00002296,ALU00192,2026-04-01,87.54
FREQ00002297,ALU00192,2026-05-01,88.58
FREQ00002298,ALU00192,2026-06-01,97.99
FREQ00002299,ALU00192,2026-07-01,92.85
FREQ00002300,ALU00192,2026-08-01,89.09
FREQ00002301,ALU00192,2026-09-01,87.18
FREQ00002302,ALU00192,2026-10-01,94.77
FREQ00002303,ALU00192,2026-11-01,97.04
FREQ00002304,ALU00192,2026-12-01,92.36
FREQ00002305,ALU00193,2026-01-01,87.96
FREQ00002306,ALU00193,2026-02-01,95.1
FREQ00002307,ALU00193,2026-03-01,88.45
FREQ00002308,ALU00193,2026-04-01,91.54
FREQ00002309,ALU00193,2026-05-01,98.82
FREQ00002310,ALU00193,2026-06-01,89.69
FREQ00002311,ALU00193,2026-07-01,94.92
FREQ00002312,ALU00193,2026-08-01,91.53
FREQ00002313,ALU00193,2026-09-01,98.22
FREQ00002314,ALU00193,2026-10-01,92.72
FREQ00002315,ALU00193,2026-11-01,89.79
FREQ00002316,ALU00193,2026-12-01,93.5
FREQ00002317,ALU00194,2026-01-01,96.49
FREQ00002318,ALU00194,2026-02-01,90.83
FREQ00002319,ALU00194,2026-03-01,88.68
FREQ00002320,ALU00194,2026-04-01,98.32
FREQ00002321,ALU00194,2026-05-01,94.77
FREQ00002322,ALU00194,2026-06-01,89.2
FREQ00002323,ALU00194,2026-07-01,89.13
FREQ00002324,ALU00194,2026-08-01,91.96
FREQ00002325,ALU00194,2026-09-01,93.61
FREQ00002326,ALU00194,2026-10-01,95.61
FREQ00002327,ALU00194,2026-11-01,91.73
FREQ00002328,ALU00194,2026-12-01,93.17
FREQ00002329,ALU00195,2026-01-01,87.42
FREQ00002330,ALU00195,2026-02-01,90.33
FREQ00002331,ALU00195,2026-03-01,95.54
FREQ00002332,ALU00195,2026-04-01,93.86
FREQ00002333,ALU00195,2026-05-01,98.99
FREQ00002334,ALU00195,2026-06-01,95.64
FREQ00002335,ALU00195,2026-07-01,88.08
FREQ00002336,ALU00195,2026-08-01,92.46
FREQ00002337,ALU00195,2026-09-01,92.4
FREQ00002338,ALU00195,2026-10-01,93.96
FREQ00002339,ALU00195,2026-11-01,88.49
FREQ00002340,ALU00195,2026-12-01,92.22
FREQ00002341,ALU00196,2026-01-01,98.1
FREQ00002342,ALU00196,2026-02-01,97.28
FREQ00002343,ALU00196,2026-03-01,90.24
FREQ00002344,ALU00196,2026-04-01,93.62
FREQ00002345,ALU00196,2026-05-01,97.0
FREQ00002346,ALU00196,2026-06-01,90.36
FREQ00002347,ALU00196,2026-07-01,87.15
FREQ00002348,ALU00196,2026-08-01,93.06
FREQ00002349,ALU00196,2026-09-01,87.13
FREQ00002350,ALU00196,2026-10-01,91.18
FREQ00002351,ALU00196,2026-11-01,93.5
FREQ00002352,ALU00196,2026-12-01,98.19
FREQ00002353,ALU00197,2026-01-01,90.35
FREQ00002354,ALU00197,2026-02-01,89.89
FREQ00002355,ALU00197,2026-03-01,93.05
FREQ00002356,ALU00197,2026-04-01,87.87
FREQ00002357,ALU00197,2026-05-01,87.56
FREQ00002358,ALU00197,2026-06-01,97.63
FREQ00002359,ALU00197,2026-07-01,89.51
FREQ00002360,ALU00197,2026-08-01,98.3
FREQ00002361,ALU00197,2026-09-01,94.3
FREQ00002362,ALU00197,2026-10-01,87.32
FREQ00002363,ALU00197,2026-11-01,96.39
FREQ00002364,ALU00197,2026-12-01,95.67
FREQ00002365,ALU00198,2026-01-01,91.02
FREQ00002366,ALU00198,2026-02-01,95.8
FREQ00002367,ALU00198,2026-03-01,91.52
FREQ00002368,ALU00198,2026-04-01,97.85
FREQ00002369,ALU00198,2026-05-01,88.81
FREQ00002370,ALU00198,2026-06-01,90.43
FREQ00002371,ALU00198,2026-07-01,94.78
FREQ00002372,ALU00198,2026-08-01,92.84
FREQ00002373,ALU00198,2026-09-01,88.61
FREQ00002374,ALU00198,2026-10-01,98.58
FREQ00002375,ALU00198,2026-11-01,89.71
FREQ00002376,ALU00198,2026-12-01,94.66
FREQ00002377,ALU00199,2026-01-01,98.73
FREQ00002378,ALU00199,2026-02-01,87.12
FREQ00002379,ALU00199,2026-03-01,98.74
FREQ00002380,ALU00199,2026-04-01,94.75
FREQ00002381,ALU00199,2026-05-01,96.29
FREQ00002382,ALU00199,2026-06-01,96.55
FREQ00002383,ALU00199,2026-07-01,91.97
FREQ00002384,ALU00199,2026-08-01,94.94
FREQ00002385,ALU00199,2026-09-01,97.27
FREQ00002386,ALU00199,2026-10-01,97.73
FREQ00002387,ALU00199,2026-11-01,90.72
FREQ00002388,ALU00199,2026-12-01,96.76
FREQ00002389,ALU00200,2026-01-01,89.15
FREQ00002390,ALU00200,2026-02-01,87.23
FREQ00002391,ALU00200,2026-03-01,88.0
FREQ00002392,ALU00200,2026-04-01,88.96
FREQ00002393,ALU00200,2026-05-01,98.44
FREQ00002394,ALU00200,2026-06-01,94.66
FREQ00002395,ALU00200,2026-07-01,94.3
FREQ00002396,ALU00200,2026-08-01,88.04
FREQ00002397,ALU00200,2026-09-01,93.5
FREQ00002398,ALU00200,2026-10-01,95.35
FREQ00002399,ALU00200,2026-11-01,92.64
FREQ00002400,ALU00200,2026-12-01,95.02
FREQ00002401,ALU00201,2026-01-01,94.0
FREQ00002402,ALU00201,2026-02-01,90.97
FREQ00002403,ALU00201,2026-03-01,98.11
FREQ00002404,ALU00201,2026-04-01,90.38
FREQ00002405,ALU00201,2026-05-01,88.75
FREQ00002406,ALU00201,2026-06-01,91.64
FREQ00002407,ALU00201,2026-07-01,97.6
FREQ00002408,ALU00201,2026-08-01,88.68
FREQ00002409,ALU00201,2026-09-01,91.36
FREQ00002410,ALU00201,2026-10-01,89.76
FREQ00002411,ALU00201,2026-11-01,88.7
FREQ00002412,ALU00201,2026-12-01,97.02
FREQ00002413,ALU00202,2026-01-01,96.33
FREQ00002414,ALU00202,2026-02-01,87.69
FREQ00002415,ALU00202,2026-03-01,93.43
FREQ00002416,ALU00202,2026-04-01,90.7
FREQ00002417,ALU00202,2026-05-01,91.36
FREQ00002418,ALU00202,2026-06-01,87.83
FREQ00002419,ALU00202,2026-07-01,88.38
FREQ00002420,ALU00202,2026-08-01,97.24
FREQ00002421,ALU00202,2026-09-01,87.89
FREQ00002422,ALU00202,2026-10-01,93.28
FREQ00002423,ALU00202,2026-11-01,93.58
FREQ00002424,ALU00202,2026-12-01,91.18
FREQ00002425,ALU00203,2026-01-01,89.66
FREQ00002426,ALU00203,2026-02-01,92.76
FREQ00002427,ALU00203,2026-03-01,87.66
FREQ00002428,ALU00203,2026-04-01,96.37
FREQ00002429,ALU00203,2026-05-01,95.91
FREQ00002430,ALU00203,2026-06-01,95.68
FREQ00002431,ALU00203,2026-07-01,91.76
FREQ00002432,ALU00203,2026-08-01,88.15
FREQ00002433,ALU00203,2026-09-01,95.53
FREQ00002434,ALU00203,2026-10-01,92.94
FREQ00002435,ALU00203,2026-11-01,98.46
FREQ00002436,ALU00203,2026-12-01,87.27
FREQ00002437,ALU00204,2026-01-01,90.11
FREQ00002438,ALU00204,2026-02-01,91.03
FREQ00002439,ALU00204,2026-03-01,91.68
FREQ00002440,ALU00204,2026-04-01,95.71
FREQ00002441,ALU00204,2026-05-01,92.13
FREQ00002442,ALU00204,2026-06-01,95.13
FREQ00002443,ALU00204,2026-07-01,89.39
FREQ00002444,ALU00204,2026-08-01,89.1
FREQ00002445,ALU00204,2026-09-01,98.17
FREQ00002446,ALU00204,2026-10-01,94.52
FREQ00002447,ALU00204,2026-11-01,95.06
FREQ00002448,ALU00204,2026-12-01,94.12
FREQ00002449,ALU00205,2026-01-01,91.35
